booking_key,booking_id,guest_key,property_key,channel_key,booking_date,check_in_date,check_out_date,cancel_date,stay_type,status,is_cancelled,nights,lead_time_days,net_room_amount_inr,discount_inr,commission_inr,nightly_rate_inr,has_business_date_drift
895,BK0000895,3944,2,1,2025-05-15,2025-05-19,2025-05-22,,nightly,checked_out,False,3,4,15383.37,0.00,3076.67,5127.79,False
896,BK0000896,2126,2,3,2025-03-30,2025-05-19,2025-05-25,,nightly,checked_out,False,6,50,22051.02,0.00,3969.18,3675.17,False
897,BK0000897,3781,2,2,2025-05-05,2025-05-19,2025-05-20,,nightly,checked_out,False,1,14,6711.50,0.00,1140.95,6711.50,False
898,BK0000898,261,2,5,2025-05-18,2025-05-19,2025-05-21,,nightly,checked_out,False,2,1,7447.86,827.54,0.00,3723.93,False
899,BK0000899,1374,2,1,2025-05-14,2025-05-19,2025-05-21,2025-05-14,nightly,cancelled,True,2,5,13338.45,1482.05,2667.69,6669.23,False
900,BK0000900,4006,1,5,2025-05-02,2025-05-20,2025-05-28,2025-05-18,nightly,cancelled,True,8,18,41379.76,0.00,0.00,5172.47,False
901,BK0000901,8734,1,5,2025-05-07,2025-05-20,2025-05-21,,nightly,checked_out,False,1,13,4221.81,222.20,0.00,4221.81,False
902,BK0000902,2354,1,7,2025-05-19,2025-05-20,2025-05-20,,microstay,checked_out,False,0,1,1394.08,0.00,167.29,1394.08,False
903,BK0000903,5106,1,3,2025-05-09,2025-05-20,2025-05-22,,nightly,checked_out,False,2,11,8068.10,0.00,1452.26,4034.05,False
904,BK0000904,2640,1,6,2025-05-17,2025-05-20,2025-05-23,,nightly,checked_out,False,3,3,9845.37,0.00,0.00,3281.79,False
905,BK0000905,9252,2,2,2025-05-08,2025-05-20,2025-05-21,,nightly,checked_out,False,1,12,3723.26,413.69,632.95,3723.26,False
906,BK0000906,2540,2,4,2025-05-02,2025-05-20,2025-05-21,,nightly,checked_out,False,1,18,3467.05,0.00,520.06,3467.05,False
907,BK0000907,2013,2,8,2025-05-20,2025-05-20,2025-05-26,,nightly,checked_out,False,6,0,27517.74,0.00,0.00,4586.29,False
908,BK0000908,2434,2,6,2025-05-17,2025-05-20,2025-05-30,,nightly,checked_out,False,10,3,62129.33,3269.97,0.00,6212.93,False
909,BK0000909,8346,1,4,2025-05-10,2025-05-21,2025-05-29,,nightly,checked_out,False,8,11,26353.12,0.00,3952.97,3294.14,False
910,BK0000910,6885,1,2,2025-04-29,2025-05-21,2025-05-22,2025-05-06,nightly,cancelled,True,1,22,6427.06,0.00,1092.60,6427.06,False
911,BK0000911,3523,2,2,2025-05-17,2025-05-21,2025-05-23,,nightly,checked_out,False,2,4,8521.94,0.00,1448.73,4260.97,False
912,BK0000912,5536,2,1,2025-05-15,2025-05-21,2025-05-22,,nightly,checked_out,False,1,6,3434.26,0.00,686.85,3434.26,False
913,BK0000913,3652,2,6,2025-05-19,2025-05-21,2025-05-31,,nightly,checked_out,False,10,2,45626.03,2401.37,0.00,4562.60,False
914,BK0000914,4286,2,1,2025-05-04,2025-05-21,2025-05-22,,nightly,checked_out,False,1,17,4951.33,0.00,990.27,4951.33,False
915,BK0000915,3953,2,7,2025-05-20,2025-05-21,2025-05-21,,microstay,checked_out,False,0,1,1092.05,57.48,131.05,1092.05,False
916,BK0000916,2420,1,3,2025-05-18,2025-05-22,2025-05-23,,nightly,checked_out,False,1,4,4816.67,0.00,867.00,4816.67,False
917,BK0000917,8781,1,2,2025-04-19,2025-05-22,2025-05-23,,nightly,checked_out,False,1,33,3849.48,202.60,654.41,3849.48,False
918,BK0000918,5422,1,6,2025-05-18,2025-05-22,2025-05-25,,nightly,checked_out,False,3,4,14379.45,0.00,0.00,4793.15,False
919,BK0000919,3803,2,4,2025-04-22,2025-05-22,2025-05-23,,nightly,checked_out,False,1,30,5306.04,0.00,795.91,5306.04,False
920,BK0000920,6042,2,7,2025-05-22,2025-05-22,2025-05-22,2025-05-21,microstay,cancelled,True,0,0,967.08,0.00,116.05,967.08,False
921,BK0000921,5033,2,6,2025-05-20,2025-05-22,2025-05-24,,nightly,checked_out,False,2,2,7064.64,0.00,0.00,3532.32,False
922,BK0000922,5483,2,3,2025-05-19,2025-05-22,2025-05-24,,nightly,checked_out,False,2,3,7992.98,0.00,1438.74,3996.49,False
923,BK0000923,208,2,6,2025-05-10,2025-05-22,2025-05-23,,nightly,checked_out,False,1,12,5155.22,0.00,0.00,5155.22,False
924,BK0000924,8781,1,5,2025-05-08,2025-05-23,2025-05-30,,nightly,checked_out,False,7,15,20739.86,3659.97,0.00,2962.84,False
925,BK0000925,5449,2,5,2025-05-18,2025-05-23,2025-05-25,,nightly,checked_out,False,2,5,7512.60,0.00,0.00,3756.30,False
926,BK0000926,9131,2,1,2025-05-11,2025-05-23,2025-05-24,,nightly,checked_out,False,1,12,4557.42,0.00,911.48,4557.42,False
927,BK0000927,2848,2,5,2025-05-21,2025-05-23,2025-05-26,,nightly,checked_out,False,3,2,13959.21,0.00,0.00,4653.07,False
928,BK0000928,4132,1,7,2025-05-24,2025-05-24,2025-05-24,,microstay,checked_out,False,0,0,852.84,0.00,102.34,852.84,False
929,BK0000929,7335,1,1,2025-05-21,2025-05-24,2025-05-26,,nightly,checked_out,False,2,3,11403.28,0.00,2280.66,5701.64,False
930,BK0000930,9287,2,6,2025-04-17,2025-05-24,2025-05-27,,nightly,checked_out,False,3,37,13732.26,0.00,0.00,4577.42,False
931,BK0000931,8994,2,1,2025-05-02,2025-05-24,2025-05-26,2025-05-09,nightly,cancelled,True,2,22,5948.54,313.08,1189.71,2974.27,False
932,BK0000932,9125,2,7,2025-05-24,2025-05-24,2025-05-24,,microstay,checked_out,False,0,0,968.58,0.00,116.23,968.58,False
933,BK0000933,3094,2,1,2025-05-21,2025-05-24,2025-05-25,,nightly,checked_out,False,1,3,6898.78,0.00,1379.76,6898.78,False
934,BK0000934,8956,2,2,2025-05-11,2025-05-24,2025-05-25,2025-05-15,nightly,cancelled,True,1,13,4392.41,231.18,746.71,4392.41,False
935,BK0000935,1621,2,2,2025-05-16,2025-05-24,2025-05-25,,nightly,checked_out,False,1,8,3189.28,354.36,542.18,3189.28,False
936,BK0000936,278,1,1,2025-05-21,2025-05-25,2025-05-27,,nightly,checked_out,False,2,4,9821.60,0.00,1964.32,4910.80,False
937,BK0000937,1318,1,6,2025-05-13,2025-05-25,2025-06-11,,nightly,checked_out,False,17,12,60588.82,3188.89,0.00,3564.05,False
938,BK0000938,5781,1,2,2025-04-26,2025-05-25,2025-05-29,2025-05-16,nightly,cancelled,True,4,29,16275.52,0.00,2766.84,4068.88,False
939,BK0000939,4783,1,6,2025-05-10,2025-05-25,2025-05-28,,nightly,checked_out,False,3,15,10110.27,0.00,0.00,3370.09,False
940,BK0000940,8095,2,1,2025-05-04,2025-05-25,2025-05-30,,nightly,checked_out,False,5,21,19539.40,0.00,3907.88,3907.88,False
941,BK0000941,3683,2,2,2025-05-03,2025-05-25,2025-05-26,,nightly,checked_out,False,1,22,3070.62,0.00,522.01,3070.62,False
942,BK0000942,1848,2,6,2025-05-19,2025-05-25,2025-05-26,,nightly,checked_out,False,1,6,6969.10,0.00,0.00,6969.10,False
943,BK0000943,2755,1,6,2025-05-23,2025-05-26,2025-05-28,,nightly,checked_out,False,2,3,10427.88,0.00,0.00,5213.94,False
944,BK0000944,3313,2,7,2025-05-21,2025-05-26,2025-05-26,,microstay,checked_out,False,0,5,1129.24,0.00,135.51,1129.24,False
945,BK0000945,888,2,5,2025-05-14,2025-05-26,2025-05-28,,nightly,checked_out,False,2,12,6880.62,0.00,0.00,3440.31,False
946,BK0000946,2911,2,7,2025-05-26,2025-05-26,2025-05-26,2025-05-26,microstay,cancelled,True,0,0,1696.34,188.48,203.56,1696.34,False
947,BK0000947,7387,1,5,2025-05-25,2025-05-27,2025-05-28,,nightly,checked_out,False,1,2,3658.02,192.53,0.00,3658.02,False
948,BK0000948,643,1,2,2025-05-18,2025-05-27,2025-05-28,,nightly,no_show,False,1,9,6173.17,685.91,1049.44,6173.17,False
949,BK0000949,654,1,7,2025-05-27,2025-05-27,2025-05-27,,microstay,checked_out,False,0,0,1862.76,0.00,223.53,1862.76,False
950,BK0000950,1854,1,6,2025-05-20,2025-05-27,2025-06-01,,nightly,checked_out,False,5,7,25494.55,0.00,0.00,5098.91,False
951,BK0000951,8432,1,1,2025-05-21,2025-05-27,2025-05-28,,nightly,checked_out,False,1,6,3980.90,442.32,796.18,3980.90,False
952,BK0000952,2179,1,6,2025-05-25,2025-05-27,2025-05-31,2025-05-26,nightly,cancelled,True,4,2,14471.36,0.00,0.00,3617.84,False
953,BK0000953,8116,1,5,2025-05-10,2025-05-27,2025-05-29,,nightly,checked_out,False,2,17,9209.70,484.72,0.00,4604.85,False
954,BK0000954,8351,1,3,2025-05-13,2025-05-27,2025-05-28,,nightly,checked_out,False,1,14,3476.81,0.00,625.83,3476.81,False
955,BK0000955,4258,1,1,2025-05-19,2025-05-27,2025-05-29,,nightly,checked_out,False,2,8,9674.70,0.00,1934.94,4837.35,False
956,BK0000956,926,1,6,2025-05-23,2025-05-27,2025-06-06,,nightly,checked_out,False,10,4,41406.00,0.00,0.00,4140.60,False
957,BK0000957,945,2,5,2025-05-20,2025-05-27,2025-05-28,,nightly,checked_out,False,1,7,4205.66,0.00,0.00,4205.66,False
958,BK0000958,6087,2,2,2025-05-12,2025-05-27,2025-05-28,,nightly,checked_out,False,1,15,2974.23,330.47,505.62,2974.23,False
959,BK0000959,6680,2,2,2025-05-12,2025-05-27,2025-05-28,,nightly,checked_out,False,1,15,3826.02,0.00,650.42,3826.02,False
960,BK0000960,6241,2,1,2025-05-17,2025-05-27,2025-05-28,,nightly,checked_out,False,1,10,5030.45,0.00,1006.09,5030.45,False
961,BK0000961,7116,2,2,2025-05-17,2025-05-27,2025-05-31,,nightly,checked_out,False,4,10,15981.23,1775.69,2716.81,3995.31,False
962,BK0000962,7162,1,5,2025-05-19,2025-05-28,2025-06-04,,nightly,checked_out,False,7,9,48760.53,0.00,0.00,6965.79,False
963,BK0000963,1132,1,4,2025-04-22,2025-05-28,2025-05-31,,nightly,checked_out,False,3,36,12871.50,0.00,1930.72,4290.50,False
964,BK0000964,2888,1,2,2025-04-28,2025-05-28,2025-05-30,2025-05-10,nightly,cancelled,True,2,30,8872.25,985.81,1508.28,4436.13,False
965,BK0000965,6287,1,2,2025-05-17,2025-05-28,2025-06-02,2025-05-27,nightly,cancelled,True,5,11,19754.35,0.00,3358.24,3950.87,False
966,BK0000966,116,1,5,2025-05-22,2025-05-28,2025-05-30,,nightly,checked_out,False,2,6,7210.10,0.00,0.00,3605.05,False
967,BK0000967,6935,1,6,2025-05-27,2025-05-28,2025-05-29,,nightly,checked_out,False,1,1,4160.61,0.00,0.00,4160.61,False
968,BK0000968,589,1,6,2025-05-26,2025-05-28,2025-05-30,,nightly,checked_out,False,2,2,9298.42,1033.16,0.00,4649.21,False
969,BK0000969,4868,1,6,2025-05-25,2025-05-28,2025-05-29,,nightly,checked_out,False,1,3,3974.07,0.00,0.00,3974.07,False
970,BK0000970,4245,2,6,2025-05-13,2025-05-28,2025-06-03,,nightly,checked_out,False,6,15,40014.48,0.00,0.00,6669.08,False
971,BK0000971,6042,2,6,2025-05-12,2025-05-28,2025-06-13,,nightly,checked_out,False,16,16,67849.76,0.00,0.00,4240.61,False
972,BK0000972,3765,2,3,2025-05-25,2025-05-28,2025-06-04,,nightly,checked_out,False,7,3,24587.15,0.00,4425.69,3512.45,False
973,BK0000973,847,2,4,2025-05-26,2025-05-28,2025-05-31,,nightly,checked_out,False,3,2,10208.07,0.00,1531.21,3402.69,False
974,BK0000974,9220,1,1,2025-05-23,2025-05-29,2025-05-30,,nightly,checked_out,False,1,6,3429.98,0.00,686.00,3429.98,False
975,BK0000975,866,1,1,2025-05-24,2025-05-29,2025-05-30,,nightly,checked_out,False,1,5,3485.47,0.00,697.09,3485.47,False
976,BK0000976,5383,1,5,2025-05-22,2025-05-29,2025-06-02,,nightly,checked_out,False,4,7,15424.84,0.00,0.00,3856.21,False
977,BK0000977,6437,1,5,2025-05-27,2025-05-29,2025-05-30,,nightly,checked_out,False,1,2,4839.94,0.00,0.00,4839.94,False
978,BK0000978,8464,2,1,2025-05-16,2025-05-29,2025-06-01,2025-05-22,nightly,cancelled,True,3,13,10426.23,0.00,2085.25,3475.41,False
979,BK0000979,8686,1,5,2025-05-09,2025-05-30,2025-06-04,,nightly,checked_out,False,5,21,15241.51,802.19,0.00,3048.30,False
980,BK0000980,197,1,2,2025-05-09,2025-05-30,2025-05-31,,nightly,checked_out,False,1,21,4801.61,0.00,816.27,4801.61,False
981,BK0000981,7931,1,5,2025-05-23,2025-05-30,2025-06-02,,nightly,checked_out,False,3,7,14174.99,746.05,0.00,4725.00,False
982,BK0000982,9267,2,1,2025-05-08,2025-05-30,2025-06-02,,nightly,checked_out,False,3,22,11490.57,0.00,2298.11,3830.19,False
983,BK0000983,651,2,3,2025-05-08,2025-05-30,2025-06-04,2025-05-30,nightly,cancelled,True,5,22,19256.79,1013.51,3466.22,3851.36,False
984,BK0000984,3678,2,4,2025-05-26,2025-05-30,2025-06-02,,nightly,checked_out,False,3,4,12557.13,0.00,1883.57,4185.71,False
985,BK0000985,6290,2,7,2025-05-29,2025-05-30,2025-05-30,,microstay,checked_out,False,0,1,1667.03,185.23,200.04,1667.03,False
986,BK0000986,5842,2,5,2025-05-17,2025-05-30,2025-05-31,,nightly,checked_out,False,1,13,4594.16,0.00,0.00,4594.16,False
987,BK0000987,6362,1,2,2025-05-26,2025-05-31,2025-06-03,,nightly,checked_out,False,3,5,16519.88,869.47,2808.38,5506.63,False
988,BK0000988,7682,1,1,2025-05-14,2025-05-31,2025-06-02,2025-05-15,nightly,cancelled,True,2,17,7366.98,0.00,1473.40,3683.49,False
989,BK0000989,8861,2,1,2025-05-28,2025-05-31,2025-06-01,,nightly,checked_out,False,1,3,3038.69,0.00,607.74,3038.69,False
990,BK0000990,1241,1,4,2025-05-21,2025-06-01,2025-06-04,,nightly,checked_out,False,3,11,9812.25,0.00,1471.84,3270.75,False
991,BK0000991,7918,1,6,2025-05-25,2025-06-01,2025-06-04,,nightly,checked_out,False,3,7,13004.81,684.46,0.00,4334.94,False
992,BK0000992,6786,2,6,2025-05-13,2025-06-01,2025-06-03,,nightly,checked_out,False,2,19,9619.52,0.00,0.00,4809.76,False
993,BK0000993,1487,2,5,2025-05-24,2025-06-01,2025-06-05,,nightly,checked_out,False,4,8,15881.61,835.87,0.00,3970.40,False
994,BK0000994,6385,1,1,2025-05-30,2025-06-02,2025-06-03,,nightly,checked_out,False,1,3,3799.41,422.16,759.88,3799.41,False
995,BK0000995,5063,1,6,2025-05-28,2025-06-02,2025-06-07,,nightly,checked_out,False,5,5,17403.25,0.00,0.00,3480.65,False
996,BK0000996,1864,2,2,2025-05-23,2025-06-02,2025-06-03,2025-05-25,nightly,cancelled,True,1,10,7022.22,0.00,1193.78,7022.22,False
997,BK0000997,7381,2,2,2025-05-22,2025-06-02,2025-06-03,,nightly,checked_out,False,1,11,6579.42,0.00,1118.50,6579.42,False
998,BK0000998,9171,2,7,2025-06-02,2025-06-02,2025-06-02,,microstay,checked_out,False,0,0,1234.03,0.00,148.08,1234.03,False
999,BK0000999,1487,2,5,2025-05-20,2025-06-02,2025-06-03,,nightly,checked_out,False,1,13,3948.70,0.00,0.00,3948.70,False
1000,BK0001000,5421,2,1,2025-05-15,2025-06-02,2025-06-06,2025-05-16,nightly,cancelled,True,4,18,26821.56,0.00,5364.31,6705.39,False
1001,BK0001001,8940,2,5,2025-05-28,2025-06-02,2025-06-04,,nightly,checked_out,False,2,5,6150.98,683.44,0.00,3075.49,False
1002,BK0001002,4360,1,1,2025-05-27,2025-06-03,2025-06-04,,nightly,checked_out,False,1,7,4183.79,0.00,836.76,4183.79,False
1003,BK0001003,5953,1,3,2025-06-01,2025-06-03,2025-06-05,,nightly,checked_out,False,2,2,8641.60,0.00,1555.49,4320.80,False
1004,BK0001004,4889,1,7,2025-06-03,2025-06-03,2025-06-03,,microstay,checked_out,False,0,0,1328.31,0.00,159.40,1328.31,False
1005,BK0001005,3748,1,5,2025-05-25,2025-06-03,2025-06-07,,nightly,checked_out,False,4,9,17057.92,0.00,0.00,4264.48,False
1006,BK0001006,2674,1,1,2025-05-28,2025-06-03,2025-06-05,,nightly,checked_out,False,2,6,6560.34,0.00,1312.07,3280.17,False
1007,BK0001007,7200,2,5,2025-05-25,2025-06-03,2025-06-08,,nightly,checked_out,False,5,9,20477.63,1077.77,0.00,4095.53,False
1008,BK0001008,3538,2,5,2025-05-30,2025-06-03,2025-06-07,,nightly,checked_out,False,4,4,17085.96,0.00,0.00,4271.49,False
1009,BK0001009,2813,2,2,2025-06-01,2025-06-03,2025-06-10,,nightly,checked_out,False,7,2,43917.62,4879.73,7466.00,6273.95,False
1010,BK0001010,4759,2,8,2025-06-02,2025-06-03,2025-06-04,,nightly,checked_out,False,1,1,5138.19,0.00,0.00,5138.19,False
1011,BK0001011,1147,1,6,2025-05-24,2025-06-04,2025-06-13,,nightly,checked_out,False,9,11,42576.48,0.00,0.00,4730.72,False
1012,BK0001012,6153,1,8,2025-06-03,2025-06-04,2025-06-05,,nightly,checked_out,False,1,1,3311.71,174.30,0.00,3311.71,False
1013,BK0001013,2669,1,7,2025-06-03,2025-06-04,2025-06-04,2025-06-03,microstay,cancelled,True,0,1,1252.71,0.00,150.33,1252.71,False
1014,BK0001014,1180,1,1,2025-05-30,2025-06-04,2025-06-06,2025-06-01,nightly,cancelled,True,2,5,8328.82,0.00,1665.76,4164.41,False
1015,BK0001015,5221,2,7,2025-06-03,2025-06-04,2025-06-04,,microstay,checked_out,False,0,1,2085.95,0.00,250.31,2085.95,False
1016,BK0001016,3841,2,6,2025-06-03,2025-06-04,2025-06-23,,nightly,checked_out,False,19,1,127448.34,6707.81,0.00,6707.81,False
1017,BK0001017,9014,2,8,2025-06-04,2025-06-04,2025-06-05,,nightly,checked_out,False,1,0,4291.15,0.00,0.00,4291.15,False
1018,BK0001018,1412,2,7,2025-06-04,2025-06-04,2025-06-04,,microstay,checked_out,False,0,0,1500.71,0.00,180.09,1500.71,False
1019,BK0001019,1999,2,1,2025-05-27,2025-06-04,2025-06-07,,nightly,checked_out,False,3,8,10475.58,0.00,2095.12,3491.86,False
1020,BK0001020,6498,2,2,2025-03-28,2025-06-04,2025-06-06,2025-05-18,nightly,cancelled,True,2,68,8180.52,0.00,1390.69,4090.26,False
1021,BK0001021,8316,2,7,2025-06-04,2025-06-04,2025-06-04,2025-06-03,microstay,cancelled,True,0,0,1423.17,0.00,170.78,1423.17,False
1022,BK0001022,6556,1,3,2025-05-31,2025-06-05,2025-06-06,,nightly,checked_out,False,1,5,3063.94,340.44,551.51,3063.94,False
1023,BK0001023,5454,1,5,2025-05-28,2025-06-05,2025-06-07,,nightly,checked_out,False,2,8,10438.70,0.00,0.00,5219.35,False
1024,BK0001024,114,1,3,2025-05-10,2025-06-05,2025-06-07,,nightly,checked_out,False,2,26,8199.50,0.00,1475.91,4099.75,False
1025,BK0001025,3558,1,5,2025-05-17,2025-06-05,2025-06-10,,nightly,checked_out,False,5,19,16852.05,0.00,0.00,3370.41,False
1026,BK0001026,6194,2,1,2025-05-27,2025-06-05,2025-06-06,,nightly,checked_out,False,1,9,4148.01,0.00,829.60,4148.01,False
1027,BK0001027,2894,2,5,2025-06-02,2025-06-05,2025-06-07,,nightly,checked_out,False,2,3,9464.24,0.00,0.00,4732.12,False
1028,BK0001028,2013,2,4,2025-05-28,2025-06-05,2025-06-06,,nightly,checked_out,False,1,8,3401.14,179.01,510.17,3401.14,False
1029,BK0001029,7543,2,6,2025-06-03,2025-06-05,2025-06-14,,nightly,checked_out,False,9,2,37733.89,1985.99,0.00,4192.65,False
1030,BK0001030,2154,2,4,2025-05-03,2025-06-05,2025-06-06,,nightly,checked_out,False,1,33,4774.74,0.00,716.21,4774.74,False
1031,BK0001031,8947,2,5,2025-05-26,2025-06-05,2025-06-06,,nightly,checked_out,False,1,10,4732.92,249.10,0.00,4732.92,False
1032,BK0001032,3523,1,5,2025-05-16,2025-06-06,2025-06-09,2025-05-30,nightly,cancelled,True,3,21,13737.87,0.00,0.00,4579.29,False
1033,BK0001033,7823,1,1,2025-06-02,2025-06-06,2025-06-10,,nightly,checked_out,False,4,4,19373.16,0.00,3874.63,4843.29,False
1034,BK0001034,2243,1,1,2025-05-11,2025-06-06,2025-06-07,,nightly,checked_out,False,1,26,3160.77,0.00,632.15,3160.77,False
1035,BK0001035,3675,1,6,2025-06-05,2025-06-06,2025-06-09,,nightly,checked_out,False,3,1,11894.79,0.00,0.00,3964.93,False
1036,BK0001036,6814,1,6,2025-06-02,2025-06-06,2025-06-12,,nightly,checked_out,False,6,4,24727.98,0.00,0.00,4121.33,False
1037,BK0001037,3551,1,6,2025-05-16,2025-06-06,2025-06-14,2025-05-25,nightly,cancelled,True,8,21,23529.16,4152.20,0.00,2941.15,False
1038,BK0001038,5937,2,7,2025-06-06,2025-06-06,2025-06-06,,microstay,checked_out,False,0,0,1333.66,0.00,160.04,1333.66,False
1039,BK0001039,5891,2,6,2025-06-01,2025-06-06,2025-06-12,,nightly,checked_out,False,6,5,26281.62,0.00,0.00,4380.27,False
1040,BK0001040,5087,2,7,2025-06-06,2025-06-06,2025-06-06,,microstay,checked_out,False,0,0,853.10,44.90,102.37,853.10,False
1041,BK0001041,3226,2,2,2025-05-29,2025-06-06,2025-06-07,,nightly,no_show,False,1,8,4908.38,0.00,834.42,4908.38,False
1042,BK0001042,970,2,6,2025-06-03,2025-06-07,2025-06-14,,nightly,checked_out,False,7,4,29931.86,0.00,0.00,4275.98,False
1043,BK0001043,6498,2,6,2025-06-04,2025-06-07,2025-06-26,,nightly,checked_out,False,19,3,60485.36,0.00,0.00,3183.44,False
1044,BK0001044,3707,2,5,2025-06-04,2025-06-07,2025-06-08,,nightly,checked_out,False,1,3,6252.92,0.00,0.00,6252.92,False
1045,BK0001045,1157,1,5,2025-06-06,2025-06-08,2025-06-14,,nightly,checked_out,False,6,2,27864.34,1466.54,0.00,4644.06,False
1046,BK0001046,6273,1,1,2025-06-05,2025-06-08,2025-06-10,2025-06-07,nightly,cancelled,True,2,3,7879.48,0.00,1575.90,3939.74,False
1047,BK0001047,8423,1,1,2025-05-10,2025-06-08,2025-06-12,,nightly,checked_out,False,4,29,12639.75,665.25,2527.95,3159.94,False
1048,BK0001048,3557,2,2,2025-05-24,2025-06-08,2025-06-09,,nightly,checked_out,False,1,15,2820.14,497.67,479.42,2820.14,False
1049,BK0001049,3649,2,6,2025-06-05,2025-06-08,2025-06-10,,nightly,checked_out,False,2,3,13171.58,0.00,0.00,6585.79,False
1050,BK0001050,4194,2,3,2025-05-26,2025-06-08,2025-06-08,,nightly,checked_out,False,0,13,4357.58,229.35,784.36,4357.58,False
1051,BK0001051,2955,1,2,2025-05-31,2025-06-09,2025-06-10,,nightly,checked_out,False,1,9,4175.98,0.00,709.92,4175.98,False
1052,BK0001052,4454,2,5,2025-06-06,2025-06-09,2025-06-10,,nightly,checked_out,False,1,3,5489.91,0.00,0.00,5489.91,False
1053,BK0001053,5657,2,1,2025-05-24,2025-06-09,2025-06-10,,nightly,no_show,False,1,16,3160.22,351.14,632.04,3160.22,False
1054,BK0001054,1884,2,5,2025-06-07,2025-06-09,2025-06-14,2025-06-08,nightly,cancelled,True,5,2,19303.95,0.00,0.00,3860.79,False
1055,BK0001055,1326,1,3,2025-06-05,2025-06-10,2025-06-16,,nightly,checked_out,False,6,5,26486.82,0.00,4767.63,4414.47,False
1056,BK0001056,6511,1,8,2025-06-09,2025-06-10,2025-06-11,,nightly,checked_out,False,1,1,5969.87,663.32,0.00,5969.87,False
1057,BK0001057,192,1,2,2025-06-05,2025-06-10,2025-06-12,,nightly,checked_out,False,2,5,8791.64,462.72,1494.58,4395.82,False
1058,BK0001058,7702,1,6,2025-06-08,2025-06-10,2025-06-12,,nightly,checked_out,False,2,2,7953.12,883.68,0.00,3976.56,False
1059,BK0001059,8291,1,2,2025-05-11,2025-06-10,2025-06-12,,nightly,checked_out,False,2,30,9376.68,0.00,1594.04,4688.34,False
1060,BK0001060,4486,1,3,2025-05-29,2025-06-10,2025-06-13,,nightly,no_show,False,3,12,13023.66,0.00,2344.26,4341.22,False
1061,BK0001061,6858,1,2,2025-06-07,2025-06-10,2025-06-13,,nightly,checked_out,False,3,3,9674.13,509.16,1644.60,3224.71,False
1062,BK0001062,5403,1,5,2025-06-08,2025-06-10,2025-06-11,,nightly,checked_out,False,1,2,3120.33,346.70,0.00,3120.33,False
1063,BK0001063,5153,1,6,2025-05-31,2025-06-10,2025-06-17,,nightly,checked_out,False,7,10,24541.23,0.00,0.00,3505.89,False
1064,BK0001064,9213,2,6,2025-06-07,2025-06-10,2025-06-15,,nightly,checked_out,False,5,3,20666.65,0.00,0.00,4133.33,False
1065,BK0001065,7873,2,2,2025-05-30,2025-06-10,2025-06-14,2025-06-09,nightly,cancelled,True,4,11,17814.08,0.00,3028.39,4453.52,False
1066,BK0001066,3420,2,3,2025-05-29,2025-06-10,2025-06-12,,nightly,checked_out,False,2,12,10376.86,0.00,1867.83,5188.43,False
1067,BK0001067,587,2,2,2025-05-09,2025-06-10,2025-06-11,,nightly,checked_out,False,1,32,5631.75,0.00,957.40,5631.75,False
1068,BK0001068,4889,1,7,2025-06-11,2025-06-11,2025-06-11,,microstay,checked_out,False,0,0,1499.54,0.00,179.94,1499.54,False
1069,BK0001069,2991,1,6,2025-06-09,2025-06-11,2025-06-12,,nightly,checked_out,False,1,2,3403.11,0.00,0.00,3403.11,False
1070,BK0001070,699,1,5,2025-06-08,2025-06-11,2025-06-12,,nightly,checked_out,False,1,3,4054.67,0.00,0.00,4054.67,False
1071,BK0001071,8983,1,5,2025-06-02,2025-06-11,2025-06-17,,nightly,checked_out,False,6,9,33375.11,5889.73,0.00,5562.52,False
1072,BK0001072,1659,1,5,2025-06-06,2025-06-11,2025-06-15,,nightly,checked_out,False,4,5,28005.12,0.00,0.00,7001.28,False
1073,BK0001073,4020,2,5,2025-05-30,2025-06-11,2025-06-13,2025-05-31,nightly,cancelled,True,2,12,8380.40,0.00,0.00,4190.20,False
1074,BK0001074,4253,2,6,2025-06-05,2025-06-11,2025-06-17,,nightly,checked_out,False,6,6,22118.18,2457.58,0.00,3686.36,False
1075,BK0001075,4553,2,2,2025-06-02,2025-06-11,2025-06-12,,nightly,checked_out,False,1,9,3417.20,0.00,580.92,3417.20,False
1076,BK0001076,6466,2,2,2025-04-26,2025-06-11,2025-06-12,,nightly,checked_out,False,1,46,3679.81,193.67,625.57,3679.81,False
1077,BK0001077,949,2,3,2025-06-04,2025-06-11,2025-06-12,2025-06-07,nightly,cancelled,True,1,7,3816.62,0.00,686.99,3816.62,False
1078,BK0001078,4399,2,2,2025-06-04,2025-06-11,2025-06-12,2025-06-08,nightly,cancelled,True,1,7,7700.60,405.30,1309.10,7700.60,False
1079,BK0001079,5277,2,5,2025-06-04,2025-06-11,2025-06-13,,nightly,checked_out,False,2,7,13672.48,0.00,0.00,6836.24,False
1080,BK0001080,975,1,5,2025-05-28,2025-06-12,2025-06-13,,nightly,checked_out,False,1,15,3660.78,406.75,0.00,3660.78,False
1081,BK0001081,5165,1,1,2025-04-20,2025-06-12,2025-06-13,,nightly,checked_out,False,1,53,5310.80,0.00,1062.16,5310.80,False
1082,BK0001082,1421,1,2,2025-06-05,2025-06-12,2025-06-17,,nightly,checked_out,False,5,7,21256.40,0.00,3613.59,4251.28,False
