request_key,request_id,property_key,request_type_key,category,subcategory,owning_team,request_date,resolved_date,created_hour_ist,day_part_ist,priority,status,channel,sla_minutes,resolution_minutes,first_response_minutes,is_sla_breached,reopened_count,csat_score
418,SR0000422,1,9,Front Desk,Key/access issue,front_office,2026-01-14,2026-01-14,22,evening,P1,closed,whatsapp,30,10,1.0,False,0,4.0
419,SR0000423,1,7,Maintenance,Plumbing,maintenance,2026-01-20,2026-01-20,13,afternoon,P2,closed,front_desk,180,75,21.0,False,0,5.0
420,SR0000424,1,9,Front Desk,Key/access issue,front_office,2026-01-23,2026-01-23,15,afternoon,P1,closed,front_desk,30,9,2.0,False,0,4.0
421,SR0000425,1,10,Billing,Incorrect folio,front_office,2026-01-26,2026-01-26,14,afternoon,P2,closed,whatsapp,240,306,79.0,True,0,
422,SR0000426,1,7,Maintenance,Plumbing,maintenance,2026-02-02,2026-02-02,14,afternoon,P2,closed,whatsapp,180,199,28.0,True,0,
423,SR0000427,1,6,Maintenance,Wi-Fi down,maintenance,2026-02-05,2026-02-05,12,afternoon,P1,closed,whatsapp,60,13,1.0,False,0,
424,SR0000428,1,7,Maintenance,Plumbing,maintenance,2026-02-18,2026-02-18,12,afternoon,P2,closed,whatsapp,180,85,16.0,False,0,4.0
425,SR0000429,1,5,Maintenance,Hot water,maintenance,2026-02-27,2026-02-27,23,evening,P1,closed,front_desk,90,43,7.0,False,0,
426,SR0000430,1,2,Housekeeping,Extra towels/linen,housekeeping,2026-03-01,2026-03-01,15,afternoon,P3,closed,front_desk,45,26,2.0,False,0,4.0
427,SR0000431,1,10,Billing,Incorrect folio,front_office,2026-03-04,2026-03-05,21,evening,P2,closed,whatsapp,240,195,53.0,False,0,4.0
428,SR0000432,1,8,Front Desk,Late check-in,front_office,2026-03-10,2026-03-10,19,evening,P2,closed,whatsapp,30,15,2.0,False,0,
429,SR0000433,1,7,Maintenance,Plumbing,maintenance,2026-03-12,2026-03-12,8,morning,P2,closed,whatsapp,180,128,29.0,False,0,
430,SR0000434,1,8,Front Desk,Late check-in,front_office,2026-03-18,2026-03-18,14,afternoon,P2,closed,phone,30,28,7.0,False,0,4.0
431,SR0000435,1,7,Maintenance,Plumbing,maintenance,2026-03-19,2026-03-20,23,evening,P2,closed,whatsapp,180,221,70.0,True,0,4.0
432,SR0000436,1,9,Front Desk,Key/access issue,front_office,2026-04-07,2026-04-07,20,evening,P1,closed,whatsapp,30,49,15.0,True,0,3.0
433,SR0000437,1,8,Front Desk,Late check-in,front_office,2026-04-13,2026-04-13,14,afternoon,P2,closed,whatsapp,30,20,6.0,False,0,
434,SR0000438,1,3,Housekeeping,Late checkout clean,housekeeping,2026-04-17,2026-04-17,22,evening,P2,closed,whatsapp,90,59,5.0,False,0,3.0
435,SR0000439,1,7,Maintenance,Plumbing,maintenance,2026-04-20,2026-04-20,6,morning,P2,closed,phone,180,49,4.0,False,0,
436,SR0000440,1,5,Maintenance,Hot water,maintenance,2026-04-23,2026-04-23,12,afternoon,P1,closed,whatsapp,90,48,12.0,False,0,5.0
437,SR0000441,1,10,Billing,Incorrect folio,front_office,2026-04-27,2026-04-27,11,morning,P2,closed,front_desk,240,244,20.0,True,0,
438,SR0000442,1,6,Maintenance,Wi-Fi down,maintenance,2026-05-01,2026-05-02,23,evening,P1,closed,whatsapp,60,20,2.0,False,0,
439,SR0000443,1,7,Maintenance,Plumbing,maintenance,2026-05-15,2026-05-15,18,evening,P2,closed,app,180,96,21.0,False,0,
440,SR0000444,1,7,Maintenance,Plumbing,maintenance,2026-05-18,2026-05-18,5,overnight,P2,closed,whatsapp,180,76,30.0,False,0,
441,SR0000445,1,10,Billing,Incorrect folio,front_office,2026-05-19,2026-05-19,9,morning,P2,closed,front_desk,240,228,74.0,False,0,4.0
442,SR0000446,1,9,Front Desk,Key/access issue,front_office,2026-06-04,2026-06-04,16,afternoon,P1,closed,whatsapp,30,4,1.0,False,0,
443,SR0000447,1,1,Housekeeping,Room not cleaned,housekeeping,2026-06-09,2026-06-09,14,afternoon,P2,closed,phone,60,12,2.0,False,0,
444,SR0000448,1,3,Housekeeping,Late checkout clean,housekeeping,2026-06-15,2026-06-15,19,evening,P2,closed,app,90,39,10.0,False,0,3.0
445,SR0000449,1,1,Housekeeping,Room not cleaned,housekeeping,2026-06-16,2026-06-16,20,evening,P2,closed,whatsapp,60,17,5.0,False,0,
446,SR0000450,1,5,Maintenance,Hot water,maintenance,2026-06-30,2026-06-30,9,morning,P1,closed,phone,90,11,4.0,False,0,
447,SR0000451,1,7,Maintenance,Plumbing,maintenance,2026-07-07,2026-07-07,11,morning,P2,closed,whatsapp,180,35,13.0,False,0,5.0
448,SR0000452,1,4,Maintenance,AC not cooling,maintenance,2026-08-10,2026-08-10,11,morning,P1,closed,app,120,110,12.0,False,0,4.0
449,SR0000453,1,4,Maintenance,AC not cooling,maintenance,2025-02-06,2025-02-06,11,morning,P1,closed,app,120,142,35.0,True,0,
450,SR0000454,1,1,Housekeeping,Room not cleaned,housekeeping,2025-03-06,2025-03-06,10,morning,P2,closed,front_desk,60,91,31.0,True,0,
451,SR0000455,1,3,Housekeeping,Late checkout clean,housekeeping,2025-03-12,2025-03-12,9,morning,P2,closed,phone,90,146,36.0,True,0,
452,SR0000456,1,10,Billing,Incorrect folio,front_office,2025-03-24,2025-03-24,12,afternoon,P2,closed,phone,240,110,40.0,False,0,5.0
453,SR0000457,1,10,Billing,Incorrect folio,front_office,2025-03-27,2025-03-28,23,evening,P2,closed,phone,240,67,16.0,False,0,
454,SR0000458,1,10,Billing,Incorrect folio,front_office,2025-03-28,2025-03-28,13,afternoon,P2,closed,whatsapp,240,154,22.0,False,0,
455,SR0000459,1,3,Housekeeping,Late checkout clean,housekeeping,2025-04-06,2025-04-06,14,afternoon,P2,closed,whatsapp,90,110,38.0,True,0,
456,SR0000460,1,2,Housekeeping,Extra towels/linen,housekeeping,2025-04-12,2025-04-12,17,afternoon,P3,closed,front_desk,45,4,1.0,False,0,
457,SR0000461,1,3,Housekeeping,Late checkout clean,housekeeping,2025-04-21,2025-04-21,8,morning,P2,closed,whatsapp,90,16,5.0,False,0,
458,SR0000462,1,6,Maintenance,Wi-Fi down,maintenance,2025-04-23,2025-04-23,15,afternoon,P1,closed,email,60,68,8.0,True,0,
459,SR0000463,1,3,Housekeeping,Late checkout clean,housekeeping,2025-05-15,2025-05-15,15,afternoon,P2,closed,whatsapp,90,64,18.0,False,0,4.0
460,SR0000464,1,8,Front Desk,Late check-in,front_office,2025-05-19,2025-05-19,12,afternoon,P2,closed,whatsapp,30,22,1.0,False,0,
461,SR0000465,1,8,Front Desk,Late check-in,front_office,2025-05-22,2025-05-22,10,morning,P2,closed,phone,30,17,4.0,False,0,
462,SR0000466,1,7,Maintenance,Plumbing,maintenance,2025-05-28,2025-05-28,14,afternoon,P2,closed,app,180,190,61.0,True,0,3.0
463,SR0000467,1,7,Maintenance,Plumbing,maintenance,2025-06-19,2025-06-19,19,evening,P2,closed,phone,180,40,8.0,False,0,
464,SR0000468,1,4,Maintenance,AC not cooling,maintenance,2025-06-25,2025-06-25,20,evening,P1,closed,phone,120,27,6.0,False,0,5.0
465,SR0000469,1,3,Housekeeping,Late checkout clean,housekeeping,2025-06-26,2025-06-26,13,afternoon,P2,closed,whatsapp,90,22,3.0,False,0,5.0
466,SR0000470,1,9,Front Desk,Key/access issue,front_office,2025-07-03,2025-07-04,23,evening,P1,closed,whatsapp,30,41,5.0,True,0,
467,SR0000471,1,2,Housekeeping,Extra towels/linen,housekeeping,2025-07-07,2025-07-07,13,afternoon,P3,closed,phone,45,43,13.0,False,0,
468,SR0000472,1,6,Maintenance,Wi-Fi down,maintenance,2025-07-11,2025-07-11,16,afternoon,P1,closed,whatsapp,60,72,11.0,True,0,
469,SR0000473,1,9,Front Desk,Key/access issue,front_office,2025-07-24,2025-07-24,12,afternoon,P1,closed,app,30,23,5.0,False,0,5.0
470,SR0000474,1,10,Billing,Incorrect folio,front_office,2025-08-09,2025-08-09,17,afternoon,P2,closed,whatsapp,240,64,17.0,False,0,
471,SR0000475,1,10,Billing,Incorrect folio,front_office,2025-08-17,2025-08-17,11,morning,P2,closed,phone,240,248,45.0,True,0,2.0
472,SR0000476,1,5,Maintenance,Hot water,maintenance,2025-08-25,2025-08-25,16,afternoon,P1,closed,phone,90,142,50.0,True,0,
473,SR0000477,1,3,Housekeeping,Late checkout clean,housekeeping,2025-09-05,2025-09-05,17,afternoon,P2,closed,front_desk,90,94,13.0,True,0,
474,SR0000478,1,9,Front Desk,Key/access issue,front_office,2025-09-21,2025-09-21,21,evening,P1,closed,whatsapp,30,9,3.0,False,1,4.0
475,SR0000479,1,4,Maintenance,AC not cooling,maintenance,2025-09-26,2025-09-26,17,afternoon,P1,closed,whatsapp,120,107,17.0,False,0,3.0
476,SR0000480,1,9,Front Desk,Key/access issue,front_office,2025-10-06,2025-10-06,11,morning,P1,closed,phone,30,16,3.0,False,0,5.0
477,SR0000481,1,4,Maintenance,AC not cooling,maintenance,2025-10-10,2025-10-10,14,afternoon,P1,closed,email,120,56,20.0,False,0,
478,SR0000482,1,8,Front Desk,Late check-in,front_office,2025-10-15,2025-10-15,12,afternoon,P2,closed,app,30,51,10.0,True,0,2.0
479,SR0000483,1,3,Housekeeping,Late checkout clean,housekeeping,2025-10-21,2025-10-21,23,evening,P2,closed,whatsapp,90,36,8.0,False,0,
480,SR0000484,1,3,Housekeeping,Late checkout clean,housekeeping,2025-10-22,2025-10-22,16,afternoon,P2,closed,phone,90,121,14.0,True,0,3.0
481,SR0000485,1,7,Maintenance,Plumbing,maintenance,2025-11-03,2025-11-03,18,evening,P2,closed,whatsapp,180,165,26.0,False,0,
482,SR0000486,1,1,Housekeeping,Room not cleaned,housekeeping,2025-11-07,2025-11-07,15,afternoon,P2,closed,whatsapp,60,56,17.0,False,0,
483,SR0000487,1,4,Maintenance,AC not cooling,maintenance,2025-11-13,2025-11-13,12,afternoon,P1,closed,whatsapp,120,23,4.0,False,0,5.0
484,SR0000488,1,8,Front Desk,Late check-in,front_office,2025-11-15,2025-11-15,14,afternoon,P2,closed,app,30,6,1.0,False,0,
485,SR0000489,1,9,Front Desk,Key/access issue,front_office,2025-12-18,2025-12-18,12,afternoon,P1,closed,app,30,6,1.0,False,0,
486,SR0000490,1,9,Front Desk,Key/access issue,front_office,2025-12-22,2025-12-22,9,morning,P1,closed,email,30,14,4.0,False,0,4.0
487,SR0000491,1,3,Housekeeping,Late checkout clean,housekeeping,2026-01-18,2026-01-18,10,morning,P2,closed,whatsapp,90,61,20.0,False,0,
488,SR0000492,1,6,Maintenance,Wi-Fi down,maintenance,2026-01-27,2026-01-27,2,overnight,P1,closed,front_desk,60,41,14.0,False,0,
489,SR0000493,1,6,Maintenance,Wi-Fi down,maintenance,2026-02-09,2026-02-09,13,afternoon,P1,closed,phone,60,51,7.0,False,0,
490,SR0000494,1,6,Maintenance,Wi-Fi down,maintenance,2026-03-01,2026-03-01,14,afternoon,P1,closed,email,60,7,1.0,False,0,5.0
491,SR0000495,1,7,Maintenance,Plumbing,maintenance,2026-03-06,2026-03-06,11,morning,P2,closed,whatsapp,180,73,25.0,False,0,
492,SR0000496,1,5,Maintenance,Hot water,maintenance,2026-03-16,2026-03-16,16,afternoon,P1,closed,front_desk,90,75,10.0,False,0,
493,SR0000497,1,2,Housekeeping,Extra towels/linen,housekeeping,2026-03-27,2026-03-27,10,morning,P3,closed,front_desk,45,12,3.0,False,0,4.0
494,SR0000498,1,1,Housekeeping,Room not cleaned,housekeeping,2026-03-30,2026-03-30,10,morning,P2,closed,phone,60,73,25.0,True,0,
495,SR0000499,1,1,Housekeeping,Room not cleaned,housekeeping,2026-04-06,2026-04-06,18,evening,P2,closed,whatsapp,60,28,3.0,False,0,
496,SR0000500,1,6,Maintenance,Wi-Fi down,maintenance,2026-04-27,2026-04-27,14,afternoon,P1,closed,whatsapp,60,31,6.0,False,0,
497,SR0000501,1,8,Front Desk,Late check-in,front_office,2026-05-02,2026-05-02,19,evening,P2,closed,whatsapp,30,14,3.0,False,0,5.0
498,SR0000502,1,3,Housekeeping,Late checkout clean,housekeeping,2026-05-20,2026-05-20,13,afternoon,P2,closed,whatsapp,90,58,11.0,False,0,
499,SR0000503,1,5,Maintenance,Hot water,maintenance,2026-05-27,2026-05-27,13,afternoon,P1,closed,whatsapp,90,109,19.0,True,0,
500,SR0000504,1,3,Housekeeping,Late checkout clean,housekeeping,2026-06-04,2026-06-04,6,morning,P2,closed,whatsapp,90,39,9.0,False,0,
501,SR0000505,1,3,Housekeeping,Late checkout clean,housekeeping,2026-06-07,2026-06-07,21,evening,P2,closed,whatsapp,90,44,17.0,False,0,4.0
502,SR0000506,1,7,Maintenance,Plumbing,maintenance,2026-06-17,2026-06-17,19,evening,P2,closed,front_desk,180,54,8.0,False,0,
503,SR0000507,1,6,Maintenance,Wi-Fi down,maintenance,2026-06-22,2026-06-22,21,evening,P1,closed,app,60,11,2.0,False,0,
504,SR0000508,1,10,Billing,Incorrect folio,front_office,2026-06-23,2026-06-23,11,morning,P2,closed,phone,240,111,11.0,False,0,
505,SR0000509,1,4,Maintenance,AC not cooling,maintenance,2026-07-12,2026-07-12,13,afternoon,P1,closed,whatsapp,120,46,9.0,False,0,
506,SR0000510,1,8,Front Desk,Late check-in,front_office,2026-07-22,2026-07-22,18,evening,P2,closed,front_desk,30,4,1.0,False,0,
507,SR0000511,1,7,Maintenance,Plumbing,maintenance,2026-07-27,2026-07-28,23,evening,P2,closed,front_desk,180,51,5.0,False,0,3.0
508,SR0000512,1,3,Housekeeping,Late checkout clean,housekeeping,2026-08-08,2026-08-08,10,morning,P2,closed,whatsapp,90,16,1.0,False,0,
509,SR0000513,1,7,Maintenance,Plumbing,maintenance,2025-02-15,2025-02-15,9,morning,P2,closed,whatsapp,180,85,25.0,False,0,
510,SR0000514,1,4,Maintenance,AC not cooling,maintenance,2025-02-16,2025-02-16,10,morning,P1,closed,app,120,25,4.0,False,0,
511,SR0000515,1,3,Housekeeping,Late checkout clean,housekeeping,2025-02-17,2025-02-17,13,afternoon,P2,closed,phone,90,18,2.0,False,0,
512,SR0000516,1,3,Housekeeping,Late checkout clean,housekeeping,2025-02-20,2025-02-20,11,morning,P2,closed,whatsapp,90,66,6.0,False,0,4.0
513,SR0000517,1,5,Maintenance,Hot water,maintenance,2025-03-03,2025-03-03,16,afternoon,P1,closed,whatsapp,90,49,10.0,False,0,5.0
514,SR0000518,1,9,Front Desk,Key/access issue,front_office,2025-03-07,2025-03-07,16,afternoon,P1,closed,whatsapp,30,21,5.0,False,0,4.0
515,SR0000519,1,1,Housekeeping,Room not cleaned,housekeeping,2025-03-29,2025-03-29,17,afternoon,P2,closed,whatsapp,60,23,3.0,False,0,
516,SR0000520,1,8,Front Desk,Late check-in,front_office,2025-04-08,2025-04-09,23,evening,P2,closed,whatsapp,30,38,8.0,True,0,
517,SR0000521,1,7,Maintenance,Plumbing,maintenance,2025-04-16,2025-04-16,15,afternoon,P2,closed,app,180,231,69.0,True,0,2.0
518,SR0000522,1,4,Maintenance,AC not cooling,maintenance,2025-04-25,2025-04-25,12,afternoon,P1,closed,app,120,70,22.0,False,0,
519,SR0000523,1,1,Housekeeping,Room not cleaned,housekeeping,2025-05-07,2025-05-07,14,afternoon,P2,closed,front_desk,60,21,1.0,False,0,
520,SR0000524,1,1,Housekeeping,Room not cleaned,housekeeping,2025-05-30,2025-05-30,15,afternoon,P2,closed,phone,60,45,16.0,False,0,5.0
521,SR0000525,1,10,Billing,Incorrect folio,front_office,2025-05-31,2025-05-31,2,overnight,P2,closed,app,240,329,41.0,True,0,
522,SR0000526,1,8,Front Desk,Late check-in,front_office,2025-06-04,2025-06-04,23,evening,P2,closed,app,30,10,1.0,False,0,4.0
523,SR0000527,1,3,Housekeeping,Late checkout clean,housekeeping,2025-06-14,2025-06-15,23,evening,P2,closed,app,90,40,5.0,False,0,
524,SR0000528,1,1,Housekeeping,Room not cleaned,housekeeping,2025-06-27,2025-06-27,12,afternoon,P2,closed,app,60,41,11.0,False,0,
525,SR0000529,1,9,Front Desk,Key/access issue,front_office,2025-07-07,2025-07-07,15,afternoon,P1,closed,whatsapp,30,47,13.0,True,0,
526,SR0000530,1,4,Maintenance,AC not cooling,maintenance,2025-07-12,2025-07-12,13,afternoon,P1,closed,front_desk,120,6,2.0,False,0,5.0
527,SR0000531,1,9,Front Desk,Key/access issue,front_office,2025-07-18,2025-07-18,17,afternoon,P1,closed,front_desk,30,38,11.0,True,0,3.0
528,SR0000532,1,7,Maintenance,Plumbing,maintenance,2025-08-26,2025-08-26,19,evening,P2,closed,whatsapp,180,105,14.0,False,0,4.0
529,SR0000533,1,3,Housekeeping,Late checkout clean,housekeeping,2025-08-27,2025-08-27,15,afternoon,P2,closed,whatsapp,90,22,7.0,False,0,5.0
530,SR0000534,1,2,Housekeeping,Extra towels/linen,housekeeping,2025-08-29,2025-08-29,20,evening,P3,closed,whatsapp,45,19,7.0,False,0,
531,SR0000535,1,8,Front Desk,Late check-in,front_office,2025-09-01,2025-09-01,15,afternoon,P2,closed,whatsapp,30,9,2.0,False,0,4.0
532,SR0000536,1,3,Housekeeping,Late checkout clean,housekeeping,2025-09-02,2025-09-02,9,morning,P2,closed,whatsapp,90,126,28.0,True,0,4.0
533,SR0000537,1,10,Billing,Incorrect folio,front_office,2025-09-15,2025-09-15,9,morning,P2,closed,front_desk,240,455,119.0,True,0,2.0
534,SR0000538,1,2,Housekeeping,Extra towels/linen,housekeeping,2025-09-16,2025-09-16,21,evening,P3,closed,whatsapp,45,59,22.0,True,0,
535,SR0000539,1,9,Front Desk,Key/access issue,front_office,2025-09-22,2025-09-22,15,afternoon,P1,closed,whatsapp,30,22,3.0,False,0,
536,SR0000540,1,6,Maintenance,Wi-Fi down,maintenance,2025-09-24,2025-09-24,17,afternoon,P1,closed,phone,60,30,9.0,False,0,
537,SR0000541,1,1,Housekeeping,Room not cleaned,housekeeping,2025-10-01,2025-10-01,22,evening,P2,closed,whatsapp,60,53,12.0,False,0,
538,SR0000542,1,4,Maintenance,AC not cooling,maintenance,2025-10-07,2025-10-07,17,afternoon,P1,closed,app,120,62,23.0,False,1,5.0
539,SR0000543,1,10,Billing,Incorrect folio,front_office,2025-10-08,2025-10-08,19,evening,P2,closed,app,240,17,5.0,False,0,3.0
540,SR0000544,1,4,Maintenance,AC not cooling,maintenance,2025-10-12,2025-10-12,22,evening,P1,closed,front_desk,120,6,2.0,False,0,
541,SR0000545,1,6,Maintenance,Wi-Fi down,maintenance,2025-10-23,2025-10-23,21,evening,P1,closed,whatsapp,60,21,3.0,False,0,4.0
542,SR0000546,1,6,Maintenance,Wi-Fi down,maintenance,2025-10-25,2025-10-25,17,afternoon,P1,closed,whatsapp,60,18,4.0,False,0,5.0
543,SR0000547,1,4,Maintenance,AC not cooling,maintenance,2025-11-05,2025-11-05,16,afternoon,P1,closed,front_desk,120,138,15.0,True,1,4.0
544,SR0000548,1,3,Housekeeping,Late checkout clean,housekeeping,2025-11-06,2025-11-06,16,afternoon,P2,closed,whatsapp,90,47,9.0,False,0,4.0
545,SR0000549,1,9,Front Desk,Key/access issue,front_office,2025-11-24,2025-11-24,17,afternoon,P1,closed,app,30,15,1.0,False,0,4.0
546,SR0000550,1,4,Maintenance,AC not cooling,maintenance,2025-11-25,2025-11-25,4,overnight,P1,closed,front_desk,120,25,8.0,False,0,
547,SR0000551,1,3,Housekeeping,Late checkout clean,housekeeping,2025-12-09,2025-12-09,9,morning,P2,closed,front_desk,90,58,7.0,False,1,
548,SR0000552,1,2,Housekeeping,Extra towels/linen,housekeeping,2025-12-22,2025-12-22,10,morning,P3,closed,whatsapp,45,8,1.0,False,0,
549,SR0000553,1,10,Billing,Incorrect folio,front_office,2026-01-19,2026-01-19,11,morning,P2,closed,whatsapp,240,76,20.0,False,0,
550,SR0000554,1,10,Billing,Incorrect folio,front_office,2026-02-01,2026-02-01,20,evening,P2,closed,phone,240,11,3.0,False,0,
551,SR0000555,1,6,Maintenance,Wi-Fi down,maintenance,2026-03-16,2026-03-16,9,morning,P1,closed,whatsapp,60,45,6.0,False,0,
552,SR0000556,1,10,Billing,Incorrect folio,front_office,2026-03-24,2026-03-25,21,evening,P2,closed,front_desk,240,265,102.0,True,0,
553,SR0000557,1,8,Front Desk,Late check-in,front_office,2026-04-08,2026-04-08,23,evening,P2,closed,front_desk,30,13,3.0,False,0,5.0
554,SR0000558,1,3,Housekeeping,Late checkout clean,housekeeping,2026-04-16,2026-04-16,16,afternoon,P2,closed,whatsapp,90,68,13.0,False,1,
555,SR0000559,1,4,Maintenance,AC not cooling,maintenance,2026-04-20,2026-04-20,18,evening,P1,closed,whatsapp,120,63,19.0,False,0,
556,SR0000560,1,8,Front Desk,Late check-in,front_office,2026-04-21,2026-04-21,19,evening,P2,closed,app,30,45,7.0,True,0,
557,SR0000561,1,2,Housekeeping,Extra towels/linen,housekeeping,2026-04-24,2026-04-24,5,overnight,P3,closed,whatsapp,45,33,5.0,False,0,5.0
558,SR0000562,1,10,Billing,Incorrect folio,front_office,2026-05-02,2026-05-02,13,afternoon,P2,closed,whatsapp,240,165,21.0,False,0,5.0
559,SR0000563,1,3,Housekeeping,Late checkout clean,housekeeping,2026-05-06,2026-05-06,9,morning,P2,closed,phone,90,18,2.0,False,0,
560,SR0000564,1,10,Billing,Incorrect folio,front_office,2026-05-07,2026-05-07,5,overnight,P2,closed,app,240,93,15.0,False,0,
561,SR0000565,1,3,Housekeeping,Late checkout clean,housekeeping,2026-05-13,2026-05-13,14,afternoon,P2,closed,phone,90,81,16.0,False,0,
562,SR0000566,1,8,Front Desk,Late check-in,front_office,2026-05-16,2026-05-16,14,afternoon,P2,closed,whatsapp,30,23,7.0,False,0,5.0
563,SR0000567,1,9,Front Desk,Key/access issue,front_office,2026-05-19,2026-05-19,19,evening,P1,closed,whatsapp,30,13,2.0,False,0,
564,SR0000568,1,2,Housekeeping,Extra towels/linen,housekeeping,2026-05-20,2026-05-20,12,afternoon,P3,closed,whatsapp,45,32,12.0,False,0,4.0
565,SR0000569,1,7,Maintenance,Plumbing,maintenance,2026-05-21,2026-05-22,23,evening,P2,closed,front_desk,180,91,7.0,False,0,
566,SR0000570,1,4,Maintenance,AC not cooling,maintenance,2026-05-31,2026-05-31,7,morning,P1,closed,whatsapp,120,31,7.0,False,1,
567,SR0000571,1,9,Front Desk,Key/access issue,front_office,2026-06-07,2026-06-07,17,afternoon,P1,closed,app,30,24,5.0,False,0,
568,SR0000572,1,10,Billing,Incorrect folio,front_office,2026-06-18,2026-06-18,9,morning,P2,closed,whatsapp,240,28,7.0,False,0,
569,SR0000573,1,6,Maintenance,Wi-Fi down,maintenance,2026-08-06,2026-08-06,19,evening,P1,closed,whatsapp,60,19,1.0,False,0,
570,SR0000574,1,9,Front Desk,Key/access issue,front_office,2026-08-11,2026-08-11,17,afternoon,P1,closed,app,30,7,1.0,False,0,5.0
571,SR0000575,1,5,Maintenance,Hot water,maintenance,2025-03-03,2025-03-03,15,afternoon,P1,closed,whatsapp,90,78,27.0,False,0,5.0
572,SR0000576,1,8,Front Desk,Late check-in,front_office,2025-03-06,2025-03-06,11,morning,P2,closed,phone,30,33,7.0,True,0,3.0
573,SR0000577,1,6,Maintenance,Wi-Fi down,maintenance,2025-03-26,2025-03-26,14,afternoon,P1,closed,whatsapp,60,89,9.0,True,0,
574,SR0000578,1,3,Housekeeping,Late checkout clean,housekeeping,2025-03-27,2025-03-27,16,afternoon,P2,closed,front_desk,90,83,27.0,False,0,
575,SR0000579,1,2,Housekeeping,Extra towels/linen,housekeeping,2025-04-02,2025-04-02,10,morning,P3,closed,whatsapp,45,13,1.0,False,0,
576,SR0000580,1,3,Housekeeping,Late checkout clean,housekeeping,2025-04-17,2025-04-17,17,afternoon,P2,closed,whatsapp,90,12,3.0,False,0,
577,SR0000581,1,9,Front Desk,Key/access issue,front_office,2025-04-23,2025-04-23,14,afternoon,P1,closed,whatsapp,30,19,1.0,False,0,4.0
578,SR0000582,1,4,Maintenance,AC not cooling,maintenance,2025-05-02,2025-05-02,13,afternoon,P1,closed,whatsapp,120,48,5.0,False,0,4.0
579,SR0000583,1,8,Front Desk,Late check-in,front_office,2025-05-03,2025-05-03,20,evening,P2,closed,whatsapp,30,4,1.0,False,0,
580,SR0000584,1,1,Housekeeping,Room not cleaned,housekeeping,2025-05-17,2025-05-17,14,afternoon,P2,closed,whatsapp,60,23,9.0,False,0,5.0
581,SR0000585,1,1,Housekeeping,Room not cleaned,housekeeping,2025-05-22,2025-05-22,21,evening,P2,closed,front_desk,60,45,12.0,False,0,
582,SR0000586,1,5,Maintenance,Hot water,maintenance,2025-05-28,2025-05-28,11,morning,P1,closed,whatsapp,90,70,27.0,False,0,
583,SR0000587,1,10,Billing,Incorrect folio,front_office,2025-06-14,2025-06-14,10,morning,P2,closed,whatsapp,240,26,3.0,False,0,
584,SR0000588,1,7,Maintenance,Plumbing,maintenance,2025-06-18,2025-06-18,13,afternoon,P2,closed,whatsapp,180,87,22.0,False,0,
585,SR0000589,1,10,Billing,Incorrect folio,front_office,2025-06-27,2025-06-27,12,afternoon,P2,closed,app,240,152,44.0,False,0,
586,SR0000590,1,8,Front Desk,Late check-in,front_office,2025-07-07,2025-07-07,9,morning,P2,closed,front_desk,30,11,3.0,False,0,5.0
587,SR0000591,1,5,Maintenance,Hot water,maintenance,2025-07-14,2025-07-14,17,afternoon,P1,closed,front_desk,90,54,14.0,False,0,
588,SR0000592,1,3,Housekeeping,Late checkout clean,housekeeping,2025-08-07,2025-08-07,19,evening,P2,closed,whatsapp,90,68,8.0,False,0,
589,SR0000593,1,4,Maintenance,AC not cooling,maintenance,2025-08-13,2025-08-13,8,morning,P1,closed,whatsapp,120,34,3.0,False,0,
590,SR0000594,1,10,Billing,Incorrect folio,front_office,2025-09-09,2025-09-09,11,morning,P2,closed,phone,240,162,25.0,False,0,5.0
591,SR0000595,1,1,Housekeeping,Room not cleaned,housekeeping,2025-09-25,2025-09-25,15,afternoon,P2,closed,front_desk,60,36,8.0,False,0,5.0
592,SR0000596,1,6,Maintenance,Wi-Fi down,maintenance,2025-09-27,2025-09-27,17,afternoon,P1,closed,email,60,50,19.0,False,0,
593,SR0000597,1,6,Maintenance,Wi-Fi down,maintenance,2025-10-12,2025-10-12,10,morning,P1,closed,front_desk,60,13,4.0,False,0,
594,SR0000598,1,1,Housekeeping,Room not cleaned,housekeeping,2025-10-30,2025-10-30,18,evening,P2,closed,whatsapp,60,16,2.0,False,0,5.0
595,SR0000599,1,6,Maintenance,Wi-Fi down,maintenance,2025-11-04,2025-11-04,10,morning,P1,closed,whatsapp,60,28,10.0,False,0,4.0
596,SR0000601,1,6,Maintenance,Wi-Fi down,maintenance,2025-11-20,2025-11-20,9,morning,P1,closed,email,60,27,2.0,False,0,
597,SR0000603,1,8,Front Desk,Late check-in,front_office,2025-11-27,2025-11-27,17,afternoon,P2,closed,whatsapp,30,23,5.0,False,0,
598,SR0000604,1,10,Billing,Incorrect folio,front_office,2025-11-29,2025-11-29,15,afternoon,P2,closed,front_desk,240,68,21.0,False,0,
599,SR0000605,1,2,Housekeeping,Extra towels/linen,housekeeping,2026-01-03,2026-01-03,19,evening,P3,closed,whatsapp,45,4,1.0,False,0,
600,SR0000606,1,3,Housekeeping,Late checkout clean,housekeeping,2026-01-13,2026-01-13,19,evening,P2,closed,phone,90,124,45.0,True,0,4.0
601,SR0000607,1,1,Housekeeping,Room not cleaned,housekeeping,2026-01-15,2026-01-15,17,afternoon,P2,closed,whatsapp,60,12,2.0,False,0,4.0
