property_key,property_code,stay_date,date_key,year_month,day_name,is_weekend,rooms_available,rooms_out_of_order,unit_nights_physical,rooms_sold,rooms_sold_microstay,room_revenue_net_inr,gst_inr,room_revenue_gross_inr,commission_inr,net_after_commission_inr,occupancy_pct,occupancy_pct_benchmark,occupancy_ooo_gap_pp,adr_inr,adr_excl_microstay_inr,revpar_inr
2,BLR-KOR,2026-07-13,20260713,2026-07,Monday,False,14,0,14,9,0,41733.95,2086.71,43820.66,1771.12,39962.83,64.29,64.29,0.00,4637.11,4637.11,2981.00
2,BLR-KOR,2026-02-22,20260222,2026-02,Sunday,True,14,0,14,8,0,42715.01,2135.76,44850.77,1425.78,41289.23,57.14,57.14,0.00,5339.38,5339.38,3051.07
2,BLR-KOR,2025-09-20,20250920,2025-09,Saturday,True,14,0,14,9,0,39378.47,4725.42,44103.89,2506.15,36872.32,64.29,64.29,0.00,4375.39,4375.39,2812.75
1,BLR-BTM,2026-06-15,20260615,2026-06,Monday,False,16,0,16,16,0,73054.78,3652.75,76707.53,2465.04,70589.74,100.00,100.00,0.00,4565.92,4565.92,4565.92
1,BLR-BTM,2025-06-25,20250625,2025-06,Wednesday,False,16,0,16,12,0,49573.59,5948.83,55522.42,4766.54,44807.05,75.00,75.00,0.00,4131.13,4131.13,3098.35
1,BLR-BTM,2025-04-08,20250408,2025-04,Tuesday,False,16,0,16,13,0,55249.02,6629.88,61878.90,4088.28,51160.74,81.25,81.25,0.00,4249.92,4249.92,3453.06
2,BLR-KOR,2026-07-24,20260724,2026-07,Friday,False,14,0,14,14,0,67976.49,3398.83,71375.32,7871.79,60104.70,100.00,100.00,0.00,4855.46,4855.46,4855.46
1,BLR-BTM,2025-08-31,20250831,2025-08,Sunday,True,14,2,16,12,1,48319.51,5798.35,54117.86,2499.69,45819.82,85.71,75.00,10.71,4026.63,4234.12,3451.39
1,BLR-BTM,2026-07-19,20260719,2026-07,Sunday,True,15,1,16,15,0,64265.94,3213.29,67479.23,4119.94,60146.00,100.00,93.75,6.25,4284.40,4284.40,4284.40
2,BLR-KOR,2026-06-16,20260616,2026-06,Tuesday,False,12,2,14,12,0,56158.98,3866.99,60025.97,0.00,56158.98,100.00,85.71,14.29,4679.92,4679.92,4679.92
2,BLR-KOR,2025-08-24,20250824,2025-08,Sunday,True,14,0,14,5,0,24013.29,3352.52,27365.81,2597.53,21415.76,35.71,35.71,0.00,4802.66,4802.66,1715.24
2,BLR-KOR,2026-08-05,20260805,2026-08,Wednesday,False,14,0,14,14,0,69401.39,4477.64,73879.03,4472.44,64928.95,100.00,100.00,0.00,4957.24,4957.24,4957.24
2,BLR-KOR,2026-07-28,20260728,2026-07,Tuesday,False,12,2,14,12,0,58957.27,2947.87,61905.14,6063.68,52893.59,100.00,85.71,14.29,4913.11,4913.11,4913.11
1,BLR-BTM,2026-05-01,20260501,2026-05,Friday,False,15,1,16,15,0,63746.89,3187.35,66934.24,5702.51,58044.38,100.00,93.75,6.25,4249.79,4249.79,4249.79
2,BLR-KOR,2025-08-31,20250831,2025-08,Sunday,True,14,0,14,12,0,56150.30,6738.03,62888.33,3008.57,53141.73,85.71,85.71,0.00,4679.19,4679.19,4010.74
2,BLR-KOR,2026-03-20,20260320,2026-03,Friday,False,14,0,14,7,0,30399.30,1519.96,31919.26,2408.17,27991.13,50.00,50.00,0.00,4342.76,4342.76,2171.38
2,BLR-KOR,2026-06-03,20260603,2026-06,Wednesday,False,14,0,14,14,0,66476.02,4344.87,70820.89,729.75,65746.27,100.00,100.00,0.00,4748.29,4748.29,4748.29
1,BLR-BTM,2025-08-10,20250810,2025-08,Sunday,True,16,0,16,10,0,41991.27,5038.94,47030.21,4823.93,37167.34,62.50,62.50,0.00,4199.13,4199.13,2624.45
2,BLR-KOR,2025-08-30,20250830,2025-08,Saturday,True,14,0,14,11,0,53061.29,6367.36,59428.65,1681.62,51379.67,78.57,78.57,0.00,4823.75,4823.75,3790.09
1,BLR-BTM,2025-03-08,20250308,2025-03,Saturday,True,15,1,16,9,0,39878.51,4785.43,44663.94,0.00,39878.51,60.00,56.25,3.75,4430.95,4430.95,2658.57
1,BLR-BTM,2026-07-06,20260706,2026-07,Monday,False,16,0,16,16,0,72625.41,4660.47,77285.88,5634.52,66990.89,100.00,100.00,0.00,4539.09,4539.09,4539.09
2,BLR-KOR,2025-06-19,20250619,2025-06,Thursday,False,14,0,14,12,0,56407.99,6768.96,63176.95,3128.62,53279.37,85.71,85.71,0.00,4700.67,4700.67,4029.14
1,BLR-BTM,2025-02-15,20250215,2025-02,Saturday,True,16,0,16,14,1,58086.19,6970.35,65056.54,2011.94,56074.25,87.50,87.50,0.00,4149.01,4383.98,3630.39
1,BLR-BTM,2026-04-23,20260423,2026-04,Thursday,False,16,0,16,16,0,67958.23,3397.91,71356.14,2604.36,65353.87,100.00,100.00,0.00,4247.39,4247.39,4247.39
1,BLR-BTM,2025-11-04,20251104,2025-11,Tuesday,False,16,0,16,11,1,46288.60,2314.43,48603.03,2815.31,43473.29,68.75,68.75,0.00,4208.05,4493.46,2893.04
2,BLR-KOR,2026-06-10,20260610,2026-06,Wednesday,False,14,0,14,14,1,62919.68,3145.98,66065.66,1699.79,61219.89,100.00,100.00,0.00,4494.26,4764.29,4494.26
2,BLR-KOR,2025-11-22,20251122,2025-11,Saturday,True,14,0,14,7,0,32880.31,1644.01,34524.32,4516.97,28363.34,50.00,50.00,0.00,4697.19,4697.19,2348.59
1,BLR-BTM,2025-08-13,20250813,2025-08,Wednesday,False,16,0,16,9,0,39755.35,4770.64,44525.99,1488.28,38267.07,56.25,56.25,0.00,4417.26,4417.26,2484.71
1,BLR-BTM,2025-05-21,20250521,2025-05,Wednesday,False,16,0,16,9,0,39550.81,4746.10,44296.91,3241.17,36309.64,56.25,56.25,0.00,4394.53,4394.53,2471.93
2,BLR-KOR,2025-12-03,20251203,2025-12,Wednesday,False,13,1,14,13,1,54573.66,2728.70,57302.36,2882.46,51691.20,100.00,92.86,7.14,4197.97,4443.28,4197.97
2,BLR-KOR,2025-04-09,20250409,2025-04,Wednesday,False,14,0,14,11,0,55932.23,7173.47,63105.70,2772.33,53159.90,78.57,78.57,0.00,5084.75,5084.75,3995.16
1,BLR-BTM,2025-04-07,20250407,2025-04,Monday,False,16,0,16,15,0,62527.50,7503.29,70030.79,3841.12,58686.38,93.75,93.75,0.00,4168.50,4168.50,3907.97
2,BLR-KOR,2025-05-12,20250512,2025-05,Monday,False,14,0,14,11,0,50929.15,6571.41,57500.56,3692.08,47237.07,78.57,78.57,0.00,4629.92,4629.92,3637.80
3,BLR-HSR,2026-05-06,20260506,2026-05,Wednesday,False,10,0,10,4,0,16834.98,841.75,17676.73,2020.71,14814.27,40.00,40.00,0.00,4208.75,4208.75,1683.50
2,BLR-KOR,2026-07-19,20260719,2026-07,Sunday,True,14,0,14,11,0,49513.71,2475.69,51989.40,4670.76,44842.95,78.57,78.57,0.00,4501.25,4501.25,3536.69
2,BLR-KOR,2025-06-12,20250612,2025-06,Thursday,False,14,0,14,10,0,45165.82,5419.90,50585.72,674.12,44491.70,71.43,71.43,0.00,4516.58,4516.58,3226.13
2,BLR-KOR,2025-06-10,20250610,2025-06,Tuesday,False,13,1,14,8,0,37741.62,4528.99,42270.61,1891.31,35850.31,61.54,57.14,4.40,4717.70,4717.70,2903.20
1,BLR-BTM,2025-03-25,20250325,2025-03,Tuesday,False,16,0,16,16,1,67298.74,8075.84,75374.58,5512.00,61786.74,100.00,100.00,0.00,4206.17,4386.97,4206.17
2,BLR-KOR,2026-06-13,20260613,2026-06,Saturday,True,13,1,14,12,1,49907.77,2495.39,52403.16,2463.26,47444.51,92.31,85.71,6.59,4158.98,4444.69,3839.06
2,BLR-KOR,2026-04-24,20260424,2026-04,Friday,False,14,0,14,13,0,63627.19,4239.73,67866.92,3670.09,59957.10,92.86,92.86,0.00,4894.40,4894.40,4544.80
1,BLR-BTM,2025-10-23,20251023,2025-10,Thursday,False,16,0,16,16,0,65233.01,3261.64,68494.65,4108.84,61124.17,100.00,100.00,0.00,4077.06,4077.06,4077.06
3,BLR-HSR,2026-08-09,20260809,2026-08,Sunday,True,10,0,10,9,0,31433.36,1571.67,33005.03,1216.40,30216.96,90.00,90.00,0.00,3492.60,3492.60,3143.34
1,BLR-BTM,2025-11-27,20251127,2025-11,Thursday,False,16,0,16,14,0,66339.86,3317.01,69656.87,5676.05,60663.81,87.50,87.50,0.00,4738.56,4738.56,4146.24
2,BLR-KOR,2025-06-20,20250620,2025-06,Friday,False,13,1,14,12,0,57517.86,6902.15,64420.01,3352.60,54165.26,92.31,85.71,6.59,4793.16,4793.16,4424.45
2,BLR-KOR,2025-06-04,20250604,2025-06,Wednesday,False,14,0,14,10,2,40929.46,4911.53,45840.99,2195.34,38734.12,71.43,71.43,0.00,4092.95,4667.85,2923.53
1,BLR-BTM,2025-09-05,20250905,2025-09,Friday,False,16,0,16,14,1,57977.13,6957.25,64934.38,3505.03,54472.10,87.50,87.50,0.00,4141.22,4362.16,3623.57
2,BLR-KOR,2025-10-08,20251008,2025-10,Wednesday,False,14,0,14,14,0,67233.05,4387.93,71620.98,5935.97,61297.08,100.00,100.00,0.00,4802.36,4802.36,4802.36
2,BLR-KOR,2025-10-29,20251029,2025-10,Wednesday,False,14,0,14,14,0,68446.48,4418.69,72865.17,6559.32,61887.16,100.00,100.00,0.00,4889.03,4889.03,4889.03
1,BLR-BTM,2025-04-15,20250415,2025-04,Tuesday,False,16,0,16,14,0,63702.41,7644.28,71346.69,5154.40,58548.01,87.50,87.50,0.00,4550.17,4550.17,3981.40
1,BLR-BTM,2026-04-18,20260418,2026-04,Saturday,True,16,0,16,12,1,48738.38,2436.91,51175.29,2367.20,46371.18,75.00,75.00,0.00,4061.53,4338.30,3046.15
2,BLR-KOR,2025-12-26,20251226,2025-12,Friday,False,14,0,14,14,1,59437.61,2971.89,62409.50,5002.83,54434.78,100.00,100.00,0.00,4245.54,4435.60,4245.54
2,BLR-KOR,2025-02-18,20250218,2025-02,Tuesday,False,14,0,14,10,2,38934.48,4672.14,43606.62,3395.51,35538.97,71.43,71.43,0.00,3893.45,4392.14,2781.03
2,BLR-KOR,2026-02-02,20260202,2026-02,Monday,False,13,1,14,13,1,56348.34,2817.42,59165.76,4978.57,51369.77,100.00,92.86,7.14,4334.49,4596.10,4334.49
2,BLR-KOR,2025-03-11,20250311,2025-03,Tuesday,False,14,0,14,7,1,30029.65,3603.56,33633.21,2432.01,27597.64,50.00,50.00,0.00,4289.95,4822.40,2144.98
1,BLR-BTM,2026-05-10,20260510,2026-05,Sunday,True,16,0,16,9,0,40760.14,2038.00,42798.14,1877.88,38882.26,56.25,56.25,0.00,4528.90,4528.90,2547.51
2,BLR-KOR,2026-05-01,20260501,2026-05,Friday,False,14,0,14,10,0,44041.63,2202.09,46243.72,3679.17,40362.46,71.43,71.43,0.00,4404.16,4404.16,3145.83
2,BLR-KOR,2026-04-02,20260402,2026-04,Thursday,False,14,0,14,13,1,59744.00,3987.35,63731.35,6123.18,53620.82,92.86,92.86,0.00,4595.69,4871.90,4267.43
2,BLR-KOR,2026-05-04,20260504,2026-05,Monday,False,13,1,14,13,0,60002.14,3000.11,63002.25,3890.40,56111.74,100.00,92.86,7.14,4615.55,4615.55,4615.55
2,BLR-KOR,2025-03-21,20250321,2025-03,Friday,False,14,0,14,7,1,24521.28,2942.54,27463.82,2463.06,22058.22,50.00,50.00,0.00,3503.04,3785.94,1751.52
2,BLR-KOR,2025-02-21,20250221,2025-02,Friday,False,14,0,14,8,0,37137.35,4456.48,41593.83,3170.25,33967.10,57.14,57.14,0.00,4642.17,4642.17,2652.67
1,BLR-BTM,2026-02-21,20260221,2026-02,Saturday,True,16,0,16,14,0,58591.09,2929.54,61520.63,5982.62,52608.47,87.50,87.50,0.00,4185.08,4185.08,3661.94
1,BLR-BTM,2025-12-14,20251214,2025-12,Sunday,True,15,1,16,13,0,57428.69,2871.44,60300.13,1581.53,55847.16,86.67,81.25,5.42,4417.59,4417.59,3828.58
3,BLR-HSR,2026-08-01,20260801,2026-08,Saturday,True,10,0,10,5,0,19490.73,974.54,20465.27,2010.00,17480.73,50.00,50.00,0.00,3898.15,3898.15,1949.07
2,BLR-KOR,2025-11-21,20251121,2025-11,Friday,False,14,0,14,9,1,37613.94,1880.69,39494.63,4491.61,33122.33,64.29,64.29,0.00,4179.33,4553.45,2686.71
1,BLR-BTM,2026-07-10,20260710,2026-07,Friday,False,15,1,16,14,0,62783.98,3139.20,65923.18,5796.05,56987.93,93.33,87.50,5.83,4484.57,4484.57,4185.60
2,BLR-KOR,2026-01-05,20260105,2026-01,Monday,False,13,1,14,12,0,53992.47,2699.61,56692.08,6400.71,47591.76,92.31,85.71,6.59,4499.37,4499.37,4153.27
2,BLR-KOR,2025-12-13,20251213,2025-12,Saturday,True,13,1,14,13,0,61195.69,3059.76,64255.45,5540.98,55654.71,100.00,92.86,7.14,4707.36,4707.36,4707.36
2,BLR-KOR,2026-05-25,20260525,2026-05,Monday,False,14,0,14,14,0,65499.22,4296.03,69795.25,2936.46,62562.76,100.00,100.00,0.00,4678.52,4678.52,4678.52
1,BLR-BTM,2025-10-20,20251020,2025-10,Monday,False,16,0,16,12,0,51728.31,2586.41,54314.72,2986.48,48741.83,75.00,75.00,0.00,4310.69,4310.69,3233.02
2,BLR-KOR,2026-06-12,20260612,2026-06,Friday,False,14,0,14,13,0,63138.35,3156.91,66295.26,2036.64,61101.71,92.86,92.86,0.00,4856.80,4856.80,4509.88
2,BLR-KOR,2025-05-01,20250501,2025-05,Thursday,False,14,0,14,14,0,65907.95,7908.95,73816.90,5592.49,60315.46,100.00,100.00,0.00,4707.71,4707.71,4707.71
1,BLR-BTM,2025-05-17,20250517,2025-05,Saturday,True,16,0,16,12,0,53221.94,6386.64,59608.58,2496.75,50725.19,75.00,75.00,0.00,4435.16,4435.16,3326.37
2,BLR-KOR,2026-04-18,20260418,2026-04,Saturday,True,14,0,14,14,0,66501.29,4383.43,70884.72,4319.85,62181.44,100.00,100.00,0.00,4750.09,4750.09,4750.09
1,BLR-BTM,2026-07-13,20260713,2026-07,Monday,False,15,1,16,14,1,60056.29,3002.83,63059.12,5630.04,54426.25,93.33,87.50,5.83,4289.74,4505.86,4003.75
3,BLR-HSR,2026-04-02,20260402,2026-04,Thursday,False,10,0,10,2,0,7374.51,368.73,7743.24,0.00,7374.51,20.00,20.00,0.00,3687.26,3687.26,737.45
2,BLR-KOR,2026-07-03,20260703,2026-07,Friday,False,14,0,14,13,0,61437.70,4073.38,65511.08,2476.72,58960.98,92.86,92.86,0.00,4725.98,4725.98,4388.41
1,BLR-BTM,2025-12-29,20251229,2025-12,Monday,False,16,0,16,5,0,19007.88,950.39,19958.27,1656.46,17351.42,31.25,31.25,0.00,3801.58,3801.58,1187.99
1,BLR-BTM,2025-12-27,20251227,2025-12,Saturday,True,15,1,16,6,0,22167.36,1108.36,23275.72,1795.31,20372.05,40.00,37.50,2.50,3694.56,3694.56,1477.82
2,BLR-KOR,2026-01-11,20260111,2026-01,Sunday,True,13,1,14,10,0,47359.67,2367.98,49727.65,2388.15,44971.52,76.92,71.43,5.49,4735.97,4735.97,3643.05
1,BLR-BTM,2025-09-19,20250919,2025-09,Friday,False,14,2,16,14,1,61755.95,7410.70,69166.65,4822.86,56933.09,100.00,87.50,12.50,4411.14,4661.88,4411.14
1,BLR-BTM,2025-02-13,20250213,2025-02,Thursday,False,15,1,16,15,0,66483.52,7978.02,74461.54,887.24,65596.28,100.00,93.75,6.25,4432.23,4432.23,4432.23
3,BLR-HSR,2026-04-01,20260401,2026-04,Wednesday,False,9,1,10,3,1,8984.59,449.23,9433.82,731.40,8253.19,33.33,30.00,3.33,2994.86,4103.30,998.29
1,BLR-BTM,2025-06-22,20250622,2025-06,Sunday,True,16,0,16,10,0,41548.52,4985.82,46534.34,3360.22,38188.30,62.50,62.50,0.00,4154.85,4154.85,2596.78
2,BLR-KOR,2025-08-23,20250823,2025-08,Saturday,True,13,1,14,8,1,39643.69,5228.17,44871.86,2931.83,36711.86,61.54,57.14,4.40,4955.46,5413.25,3049.51
1,BLR-BTM,2025-10-17,20251017,2025-10,Friday,False,16,0,16,10,0,43085.45,2154.27,45239.72,3441.52,39643.93,62.50,62.50,0.00,4308.55,4308.55,2692.84
2,BLR-KOR,2026-03-22,20260322,2026-03,Sunday,True,12,2,14,7,1,30939.27,1546.97,32486.24,1766.33,29172.94,58.33,50.00,8.33,4419.90,4975.33,2578.27
2,BLR-KOR,2026-03-18,20260318,2026-03,Wednesday,False,14,0,14,13,0,61099.00,4039.37,65138.37,7265.62,53833.38,92.86,92.86,0.00,4699.92,4699.92,4364.21
1,BLR-BTM,2025-06-14,20250614,2025-06,Saturday,True,16,0,16,8,1,34777.36,4173.27,38950.63,3318.25,31459.11,50.00,50.00,0.00,4347.17,4800.08,2173.59
3,BLR-HSR,2026-06-03,20260603,2026-06,Wednesday,False,10,0,10,5,0,17397.28,869.88,18267.16,886.11,16511.17,50.00,50.00,0.00,3479.46,3479.46,1739.73
2,BLR-KOR,2026-01-13,20260113,2026-01,Tuesday,False,14,0,14,10,0,45235.50,3238.17,48473.67,3866.12,41369.38,71.43,71.43,0.00,4523.55,4523.55,3231.11
2,BLR-KOR,2025-03-10,20250310,2025-03,Monday,False,14,0,14,7,1,31930.83,3831.70,35762.53,831.54,31099.29,50.00,50.00,0.00,4561.55,5147.11,2280.77
3,BLR-HSR,2026-06-30,20260630,2026-06,Tuesday,False,10,0,10,6,0,25054.33,1252.72,26307.05,2272.53,22781.80,60.00,60.00,0.00,4175.72,4175.72,2505.43
1,BLR-BTM,2026-06-30,20260630,2026-06,Tuesday,False,15,1,16,10,0,42707.69,2135.39,44843.08,2720.06,39987.63,66.67,62.50,4.17,4270.77,4270.77,2847.18
1,BLR-BTM,2026-06-10,20260610,2026-06,Wednesday,False,16,0,16,15,0,66395.44,3319.77,69715.21,2794.63,63600.81,93.75,93.75,0.00,4426.36,4426.36,4149.72
1,BLR-BTM,2025-11-07,20251107,2025-11,Friday,False,16,0,16,10,0,41078.49,2053.92,43132.41,3715.28,37363.21,62.50,62.50,0.00,4107.85,4107.85,2567.41
2,BLR-KOR,2026-04-16,20260416,2026-04,Thursday,False,14,0,14,14,0,67799.23,4448.33,72247.56,5155.47,62643.76,100.00,100.00,0.00,4842.80,4842.80,4842.80
3,BLR-HSR,2026-04-28,20260428,2026-04,Tuesday,False,10,0,10,7,2,20619.51,1030.99,21650.50,1480.79,19138.72,70.00,70.00,0.00,2945.64,3627.49,2061.95
2,BLR-KOR,2026-05-26,20260526,2026-05,Tuesday,False,13,1,14,13,0,61816.46,4111.89,65928.35,2852.75,58963.71,100.00,92.86,7.14,4755.11,4755.11,4755.11
3,BLR-HSR,2026-08-10,20260810,2026-08,Monday,False,10,0,10,9,0,31575.40,1578.77,33154.17,568.95,31006.45,90.00,90.00,0.00,3508.38,3508.38,3157.54
3,BLR-HSR,2026-08-07,20260807,2026-08,Friday,False,10,0,10,8,0,34187.67,1709.39,35897.06,4213.26,29974.41,80.00,80.00,0.00,4273.46,4273.46,3418.77
3,BLR-HSR,2026-06-04,20260604,2026-06,Thursday,False,8,2,10,5,0,15948.87,797.46,16746.33,0.00,15948.87,62.50,50.00,12.50,3189.77,3189.77,1993.61
2,BLR-KOR,2026-03-05,20260305,2026-03,Thursday,False,14,0,14,13,0,64056.92,3202.85,67259.77,4270.62,59786.30,92.86,92.86,0.00,4927.46,4927.46,4575.49
1,BLR-BTM,2026-01-14,20260114,2026-01,Wednesday,False,15,1,16,15,0,64442.14,3222.10,67664.24,3227.45,61214.69,100.00,93.75,6.25,4296.14,4296.14,4296.14
3,BLR-HSR,2026-05-10,20260510,2026-05,Sunday,True,9,1,10,4,0,12153.21,607.66,12760.87,560.05,11593.16,44.44,40.00,4.44,3038.30,3038.30,1350.36
2,BLR-KOR,2026-03-15,20260315,2026-03,Sunday,True,14,0,14,14,0,65754.98,4272.17,70027.15,5760.08,59994.90,100.00,100.00,0.00,4696.78,4696.78,4696.78
2,BLR-KOR,2025-04-04,20250404,2025-04,Friday,False,14,0,14,10,0,47369.63,5684.35,53053.98,2542.34,44827.29,71.43,71.43,0.00,4736.96,4736.96,3383.55
2,BLR-KOR,2026-04-03,20260403,2026-04,Friday,False,13,1,14,12,1,55400.47,3770.18,59170.65,4608.46,50792.01,92.31,85.71,6.59,4616.71,4926.86,4261.57
2,BLR-KOR,2025-02-12,20250212,2025-02,Wednesday,False,14,0,14,10,1,40756.69,5341.69,46098.38,1630.97,39125.72,71.43,71.43,0.00,4075.67,4305.96,2911.19
2,BLR-KOR,2026-06-09,20260609,2026-06,Tuesday,False,14,0,14,14,0,65194.40,3259.73,68454.13,1581.71,63612.69,100.00,100.00,0.00,4656.74,4656.74,4656.74
1,BLR-BTM,2025-06-16,20250616,2025-06,Monday,False,16,0,16,14,0,60678.55,7281.43,67959.98,5806.89,54871.66,87.50,87.50,0.00,4334.18,4334.18,3792.41
2,BLR-KOR,2025-12-20,20251220,2025-12,Saturday,True,14,0,14,8,0,40026.99,2001.34,42028.33,3354.29,36672.70,57.14,57.14,0.00,5003.37,5003.37,2859.07
1,BLR-BTM,2025-05-01,20250501,2025-05,Thursday,False,16,0,16,12,1,47713.99,5725.65,53439.64,2890.71,44823.28,75.00,75.00,0.00,3976.17,4236.78,2982.12
2,BLR-KOR,2025-04-26,20250426,2025-04,Saturday,True,14,0,14,8,0,37838.63,4540.64,42379.27,4371.27,33467.36,57.14,57.14,0.00,4729.83,4729.83,2702.76
1,BLR-BTM,2025-10-14,20251014,2025-10,Tuesday,False,16,0,16,10,0,43939.43,2196.98,46136.41,2898.22,41041.21,62.50,62.50,0.00,4393.94,4393.94,2746.21
1,BLR-BTM,2026-01-09,20260109,2026-01,Friday,False,15,1,16,14,0,57566.68,2878.35,60445.03,5562.83,52003.85,93.33,87.50,5.83,4111.91,4111.91,3837.78
2,BLR-KOR,2025-11-26,20251126,2025-11,Wednesday,False,13,1,14,13,0,64800.04,3240.02,68040.06,7213.55,57586.49,100.00,92.86,7.14,4984.62,4984.62,4984.62
1,BLR-BTM,2026-05-15,20260515,2026-05,Friday,False,16,0,16,15,1,63279.84,3163.99,66443.83,3182.29,60097.55,93.75,93.75,0.00,4218.66,4424.24,3954.99
3,BLR-HSR,2026-06-19,20260619,2026-06,Friday,False,9,1,10,6,0,22010.54,1100.53,23111.07,507.06,21503.48,66.67,60.00,6.67,3668.42,3668.42,2445.62
2,BLR-KOR,2026-05-29,20260529,2026-05,Friday,False,14,0,14,13,0,61258.56,4084.00,65342.56,2086.85,59171.71,92.86,92.86,0.00,4712.20,4712.20,4375.61
1,BLR-BTM,2025-11-28,20251128,2025-11,Friday,False,15,1,16,12,0,54994.77,2749.75,57744.52,5514.56,49480.21,80.00,75.00,5.00,4582.90,4582.90,3666.32
2,BLR-KOR,2026-04-12,20260412,2026-04,Sunday,True,14,0,14,11,0,49446.86,3530.72,52977.58,3359.75,46087.11,78.57,78.57,0.00,4495.17,4495.17,3531.92
2,BLR-KOR,2026-08-01,20260801,2026-08,Saturday,True,14,0,14,11,0,55290.31,2764.51,58054.82,5630.04,49660.27,78.57,78.57,0.00,5026.39,5026.39,3949.31
3,BLR-HSR,2026-05-12,20260512,2026-05,Tuesday,False,10,0,10,3,0,10573.99,528.70,11102.69,1266.59,9307.40,30.00,30.00,0.00,3524.66,3524.66,1057.40
1,BLR-BTM,2026-03-05,20260305,2026-03,Thursday,False,16,0,16,13,2,48773.23,2438.68,51211.91,6262.54,42510.69,81.25,81.25,0.00,3751.79,4225.91,3048.33
1,BLR-BTM,2025-11-09,20251109,2025-11,Sunday,True,16,0,16,16,1,66268.47,3313.41,69581.88,6173.85,60094.62,100.00,100.00,0.00,4141.78,4356.70,4141.78
2,BLR-KOR,2026-06-21,20260621,2026-06,Sunday,True,13,1,14,11,1,50689.93,3593.53,54283.46,1819.40,48870.53,84.62,78.57,6.04,4608.18,4874.70,3899.23
2,BLR-KOR,2025-11-16,20251116,2025-11,Sunday,True,12,2,14,7,1,33700.37,2667.19,36367.56,2727.88,30972.49,58.33,50.00,8.33,4814.34,5420.22,2808.36
1,BLR-BTM,2026-07-21,20260721,2026-07,Tuesday,False,16,0,16,16,0,70991.77,3549.60,74541.37,7331.54,63660.23,100.00,100.00,0.00,4436.99,4436.99,4436.99
1,BLR-BTM,2025-04-28,20250428,2025-04,Monday,False,16,0,16,15,1,62480.29,7497.63,69977.92,5464.17,57016.12,93.75,93.75,0.00,4165.35,4381.50,3905.02
1,BLR-BTM,2026-04-10,20260410,2026-04,Friday,False,16,0,16,12,0,53050.25,2652.50,55702.75,2946.31,50103.94,75.00,75.00,0.00,4420.85,4420.85,3315.64
1,BLR-BTM,2026-08-03,20260803,2026-08,Monday,False,16,0,16,15,0,68612.16,3430.60,72042.76,6664.34,61947.82,93.75,93.75,0.00,4574.14,4574.14,4288.26
3,BLR-HSR,2026-05-13,20260513,2026-05,Wednesday,False,10,0,10,3,0,10558.18,527.91,11086.09,1263.90,9294.28,30.00,30.00,0.00,3519.39,3519.39,1055.82
1,BLR-BTM,2026-06-14,20260614,2026-06,Sunday,True,16,0,16,15,0,67529.65,3376.47,70906.12,2478.84,65050.81,93.75,93.75,0.00,4501.98,4501.98,4220.60
2,BLR-KOR,2025-08-16,20250816,2025-08,Saturday,True,14,0,14,9,0,43822.55,5258.71,49081.26,2972.26,40850.29,64.29,64.29,0.00,4869.17,4869.17,3130.18
2,BLR-KOR,2025-07-14,20250714,2025-07,Monday,False,14,0,14,10,0,48308.04,5796.96,54105.00,0.00,48308.04,71.43,71.43,0.00,4830.80,4830.80,3450.57
2,BLR-KOR,2025-08-21,20250821,2025-08,Thursday,False,14,0,14,13,0,64575.88,7749.09,72324.97,3905.71,60670.17,92.86,92.86,0.00,4967.38,4967.38,4612.56
2,BLR-KOR,2026-05-22,20260522,2026-05,Friday,False,14,0,14,13,0,60005.22,3000.26,63005.48,3756.72,56248.50,92.86,92.86,0.00,4615.79,4615.79,4286.09
1,BLR-BTM,2026-06-17,20260617,2026-06,Wednesday,False,15,1,16,14,0,63988.33,3199.43,67187.76,1430.77,62557.56,93.33,87.50,5.83,4570.60,4570.60,4265.89
3,BLR-HSR,2026-06-13,20260613,2026-06,Saturday,True,10,0,10,8,1,27491.49,1374.57,28866.06,154.82,27336.67,80.00,80.00,0.00,3436.44,3743.05,2749.15
3,BLR-HSR,2026-07-26,20260726,2026-07,Sunday,True,8,2,10,6,0,22626.71,1131.35,23758.06,617.46,22009.25,75.00,60.00,15.00,3771.12,3771.12,2828.34
3,BLR-HSR,2026-06-15,20260615,2026-06,Monday,False,10,0,10,7,0,28906.82,1445.34,30352.16,743.16,28163.66,70.00,70.00,0.00,4129.55,4129.55,2890.68
2,BLR-KOR,2026-03-24,20260324,2026-03,Tuesday,False,14,0,14,12,0,52961.00,2648.05,55609.05,4464.83,48496.17,85.71,85.71,0.00,4413.42,4413.42,3782.93
2,BLR-KOR,2025-12-25,20251225,2025-12,Thursday,False,13,1,14,11,0,51131.64,2556.59,53688.23,3224.19,47907.45,84.62,78.57,6.04,4648.33,4648.33,3933.20
2,BLR-KOR,2025-02-25,20250225,2025-02,Tuesday,False,14,0,14,9,1,39627.76,4755.33,44383.09,3346.96,36280.80,64.29,64.29,0.00,4403.08,4696.86,2830.55
2,BLR-KOR,2025-11-30,20251130,2025-11,Sunday,True,14,0,14,11,0,49850.97,2492.56,52343.53,2929.35,46921.62,78.57,78.57,0.00,4531.91,4531.91,3560.78
