date_key,full_date,year,quarter,month,month_name,year_month,day_of_month,day_of_week,day_name,week_of_year,is_weekend,is_business_night,same_day_last_year
20251123,2025-11-23,2025,4,11,November,2025-11,23,7,Sunday,47,True,False,2024-11-24
20251124,2025-11-24,2025,4,11,November,2025-11,24,1,Monday,48,False,True,2024-11-25
20251125,2025-11-25,2025,4,11,November,2025-11,25,2,Tuesday,48,False,True,2024-11-26
20251126,2025-11-26,2025,4,11,November,2025-11,26,3,Wednesday,48,False,True,2024-11-27
20251127,2025-11-27,2025,4,11,November,2025-11,27,4,Thursday,48,False,True,2024-11-28
20251128,2025-11-28,2025,4,11,November,2025-11,28,5,Friday,48,False,False,2024-11-29
20251129,2025-11-29,2025,4,11,November,2025-11,29,6,Saturday,48,True,False,2024-11-30
20251130,2025-11-30,2025,4,11,November,2025-11,30,7,Sunday,48,True,False,2024-12-01
20251201,2025-12-01,2025,4,12,December,2025-12,1,1,Monday,49,False,True,2024-12-02
20251202,2025-12-02,2025,4,12,December,2025-12,2,2,Tuesday,49,False,True,2024-12-03
20251203,2025-12-03,2025,4,12,December,2025-12,3,3,Wednesday,49,False,True,2024-12-04
20251204,2025-12-04,2025,4,12,December,2025-12,4,4,Thursday,49,False,True,2024-12-05
20251205,2025-12-05,2025,4,12,December,2025-12,5,5,Friday,49,False,False,2024-12-06
20251206,2025-12-06,2025,4,12,December,2025-12,6,6,Saturday,49,True,False,2024-12-07
20251207,2025-12-07,2025,4,12,December,2025-12,7,7,Sunday,49,True,False,2024-12-08
20251208,2025-12-08,2025,4,12,December,2025-12,8,1,Monday,50,False,True,2024-12-09
20251209,2025-12-09,2025,4,12,December,2025-12,9,2,Tuesday,50,False,True,2024-12-10
20251210,2025-12-10,2025,4,12,December,2025-12,10,3,Wednesday,50,False,True,2024-12-11
20251211,2025-12-11,2025,4,12,December,2025-12,11,4,Thursday,50,False,True,2024-12-12
20251212,2025-12-12,2025,4,12,December,2025-12,12,5,Friday,50,False,False,2024-12-13
20251213,2025-12-13,2025,4,12,December,2025-12,13,6,Saturday,50,True,False,2024-12-14
20251214,2025-12-14,2025,4,12,December,2025-12,14,7,Sunday,50,True,False,2024-12-15
20251215,2025-12-15,2025,4,12,December,2025-12,15,1,Monday,51,False,True,2024-12-16
20251216,2025-12-16,2025,4,12,December,2025-12,16,2,Tuesday,51,False,True,2024-12-17
20251217,2025-12-17,2025,4,12,December,2025-12,17,3,Wednesday,51,False,True,2024-12-18
20251218,2025-12-18,2025,4,12,December,2025-12,18,4,Thursday,51,False,True,2024-12-19
20251219,2025-12-19,2025,4,12,December,2025-12,19,5,Friday,51,False,False,2024-12-20
20251220,2025-12-20,2025,4,12,December,2025-12,20,6,Saturday,51,True,False,2024-12-21
20251221,2025-12-21,2025,4,12,December,2025-12,21,7,Sunday,51,True,False,2024-12-22
20251222,2025-12-22,2025,4,12,December,2025-12,22,1,Monday,52,False,True,2024-12-23
20251223,2025-12-23,2025,4,12,December,2025-12,23,2,Tuesday,52,False,True,2024-12-24
20251224,2025-12-24,2025,4,12,December,2025-12,24,3,Wednesday,52,False,True,2024-12-25
20251225,2025-12-25,2025,4,12,December,2025-12,25,4,Thursday,52,False,True,2024-12-26
20251226,2025-12-26,2025,4,12,December,2025-12,26,5,Friday,52,False,False,2024-12-27
20251227,2025-12-27,2025,4,12,December,2025-12,27,6,Saturday,52,True,False,2024-12-28
20251228,2025-12-28,2025,4,12,December,2025-12,28,7,Sunday,52,True,False,2024-12-29
20251229,2025-12-29,2025,4,12,December,2025-12,29,1,Monday,1,False,True,2024-12-30
20251230,2025-12-30,2025,4,12,December,2025-12,30,2,Tuesday,1,False,True,2024-12-31
20251231,2025-12-31,2025,4,12,December,2025-12,31,3,Wednesday,1,False,True,2025-01-01
20260101,2026-01-01,2026,1,1,January,2026-01,1,4,Thursday,1,False,True,2025-01-02
20260102,2026-01-02,2026,1,1,January,2026-01,2,5,Friday,1,False,False,2025-01-03
20260103,2026-01-03,2026,1,1,January,2026-01,3,6,Saturday,1,True,False,2025-01-04
20260104,2026-01-04,2026,1,1,January,2026-01,4,7,Sunday,1,True,False,2025-01-05
20260105,2026-01-05,2026,1,1,January,2026-01,5,1,Monday,2,False,True,2025-01-06
20260106,2026-01-06,2026,1,1,January,2026-01,6,2,Tuesday,2,False,True,2025-01-07
20260107,2026-01-07,2026,1,1,January,2026-01,7,3,Wednesday,2,False,True,2025-01-08
20260108,2026-01-08,2026,1,1,January,2026-01,8,4,Thursday,2,False,True,2025-01-09
20260109,2026-01-09,2026,1,1,January,2026-01,9,5,Friday,2,False,False,2025-01-10
20260110,2026-01-10,2026,1,1,January,2026-01,10,6,Saturday,2,True,False,2025-01-11
20260111,2026-01-11,2026,1,1,January,2026-01,11,7,Sunday,2,True,False,2025-01-12
20260112,2026-01-12,2026,1,1,January,2026-01,12,1,Monday,3,False,True,2025-01-13
20260113,2026-01-13,2026,1,1,January,2026-01,13,2,Tuesday,3,False,True,2025-01-14
20260114,2026-01-14,2026,1,1,January,2026-01,14,3,Wednesday,3,False,True,2025-01-15
20260115,2026-01-15,2026,1,1,January,2026-01,15,4,Thursday,3,False,True,2025-01-16
20260116,2026-01-16,2026,1,1,January,2026-01,16,5,Friday,3,False,False,2025-01-17
20260117,2026-01-17,2026,1,1,January,2026-01,17,6,Saturday,3,True,False,2025-01-18
20260118,2026-01-18,2026,1,1,January,2026-01,18,7,Sunday,3,True,False,2025-01-19
20260119,2026-01-19,2026,1,1,January,2026-01,19,1,Monday,4,False,True,2025-01-20
20260120,2026-01-20,2026,1,1,January,2026-01,20,2,Tuesday,4,False,True,2025-01-21
20260121,2026-01-21,2026,1,1,January,2026-01,21,3,Wednesday,4,False,True,2025-01-22
20260122,2026-01-22,2026,1,1,January,2026-01,22,4,Thursday,4,False,True,2025-01-23
20260123,2026-01-23,2026,1,1,January,2026-01,23,5,Friday,4,False,False,2025-01-24
20260124,2026-01-24,2026,1,1,January,2026-01,24,6,Saturday,4,True,False,2025-01-25
20260125,2026-01-25,2026,1,1,January,2026-01,25,7,Sunday,4,True,False,2025-01-26
20260126,2026-01-26,2026,1,1,January,2026-01,26,1,Monday,5,False,True,2025-01-27
20260127,2026-01-27,2026,1,1,January,2026-01,27,2,Tuesday,5,False,True,2025-01-28
20260128,2026-01-28,2026,1,1,January,2026-01,28,3,Wednesday,5,False,True,2025-01-29
20260129,2026-01-29,2026,1,1,January,2026-01,29,4,Thursday,5,False,True,2025-01-30
20260130,2026-01-30,2026,1,1,January,2026-01,30,5,Friday,5,False,False,2025-01-31
20260131,2026-01-31,2026,1,1,January,2026-01,31,6,Saturday,5,True,False,2025-02-01
20260201,2026-02-01,2026,1,2,February,2026-02,1,7,Sunday,5,True,False,2025-02-02
20260202,2026-02-02,2026,1,2,February,2026-02,2,1,Monday,6,False,True,2025-02-03
20260203,2026-02-03,2026,1,2,February,2026-02,3,2,Tuesday,6,False,True,2025-02-04
20260204,2026-02-04,2026,1,2,February,2026-02,4,3,Wednesday,6,False,True,2025-02-05
20260205,2026-02-05,2026,1,2,February,2026-02,5,4,Thursday,6,False,True,2025-02-06
20260206,2026-02-06,2026,1,2,February,2026-02,6,5,Friday,6,False,False,2025-02-07
20260207,2026-02-07,2026,1,2,February,2026-02,7,6,Saturday,6,True,False,2025-02-08
20260208,2026-02-08,2026,1,2,February,2026-02,8,7,Sunday,6,True,False,2025-02-09
20260209,2026-02-09,2026,1,2,February,2026-02,9,1,Monday,7,False,True,2025-02-10
20260210,2026-02-10,2026,1,2,February,2026-02,10,2,Tuesday,7,False,True,2025-02-11
20260211,2026-02-11,2026,1,2,February,2026-02,11,3,Wednesday,7,False,True,2025-02-12
20260212,2026-02-12,2026,1,2,February,2026-02,12,4,Thursday,7,False,True,2025-02-13
20260213,2026-02-13,2026,1,2,February,2026-02,13,5,Friday,7,False,False,2025-02-14
20260214,2026-02-14,2026,1,2,February,2026-02,14,6,Saturday,7,True,False,2025-02-15
20260215,2026-02-15,2026,1,2,February,2026-02,15,7,Sunday,7,True,False,2025-02-16
20260216,2026-02-16,2026,1,2,February,2026-02,16,1,Monday,8,False,True,2025-02-17
20260217,2026-02-17,2026,1,2,February,2026-02,17,2,Tuesday,8,False,True,2025-02-18
20260218,2026-02-18,2026,1,2,February,2026-02,18,3,Wednesday,8,False,True,2025-02-19
20260219,2026-02-19,2026,1,2,February,2026-02,19,4,Thursday,8,False,True,2025-02-20
20260220,2026-02-20,2026,1,2,February,2026-02,20,5,Friday,8,False,False,2025-02-21
20260221,2026-02-21,2026,1,2,February,2026-02,21,6,Saturday,8,True,False,2025-02-22
20260222,2026-02-22,2026,1,2,February,2026-02,22,7,Sunday,8,True,False,2025-02-23
20260223,2026-02-23,2026,1,2,February,2026-02,23,1,Monday,9,False,True,2025-02-24
20260224,2026-02-24,2026,1,2,February,2026-02,24,2,Tuesday,9,False,True,2025-02-25
20260225,2026-02-25,2026,1,2,February,2026-02,25,3,Wednesday,9,False,True,2025-02-26
20260226,2026-02-26,2026,1,2,February,2026-02,26,4,Thursday,9,False,True,2025-02-27
20260227,2026-02-27,2026,1,2,February,2026-02,27,5,Friday,9,False,False,2025-02-28
20260228,2026-02-28,2026,1,2,February,2026-02,28,6,Saturday,9,True,False,2025-03-01
20260301,2026-03-01,2026,1,3,March,2026-03,1,7,Sunday,9,True,False,2025-03-02
20260302,2026-03-02,2026,1,3,March,2026-03,2,1,Monday,10,False,True,2025-03-03
20260303,2026-03-03,2026,1,3,March,2026-03,3,2,Tuesday,10,False,True,2025-03-04
20260304,2026-03-04,2026,1,3,March,2026-03,4,3,Wednesday,10,False,True,2025-03-05
20260305,2026-03-05,2026,1,3,March,2026-03,5,4,Thursday,10,False,True,2025-03-06
20260306,2026-03-06,2026,1,3,March,2026-03,6,5,Friday,10,False,False,2025-03-07
20260307,2026-03-07,2026,1,3,March,2026-03,7,6,Saturday,10,True,False,2025-03-08
20260308,2026-03-08,2026,1,3,March,2026-03,8,7,Sunday,10,True,False,2025-03-09
20260309,2026-03-09,2026,1,3,March,2026-03,9,1,Monday,11,False,True,2025-03-10
20260310,2026-03-10,2026,1,3,March,2026-03,10,2,Tuesday,11,False,True,2025-03-11
20260311,2026-03-11,2026,1,3,March,2026-03,11,3,Wednesday,11,False,True,2025-03-12
20260312,2026-03-12,2026,1,3,March,2026-03,12,4,Thursday,11,False,True,2025-03-13
20260313,2026-03-13,2026,1,3,March,2026-03,13,5,Friday,11,False,False,2025-03-14
20260314,2026-03-14,2026,1,3,March,2026-03,14,6,Saturday,11,True,False,2025-03-15
20260315,2026-03-15,2026,1,3,March,2026-03,15,7,Sunday,11,True,False,2025-03-16
20260316,2026-03-16,2026,1,3,March,2026-03,16,1,Monday,12,False,True,2025-03-17
20260317,2026-03-17,2026,1,3,March,2026-03,17,2,Tuesday,12,False,True,2025-03-18
20260318,2026-03-18,2026,1,3,March,2026-03,18,3,Wednesday,12,False,True,2025-03-19
20260319,2026-03-19,2026,1,3,March,2026-03,19,4,Thursday,12,False,True,2025-03-20
20260320,2026-03-20,2026,1,3,March,2026-03,20,5,Friday,12,False,False,2025-03-21
20260321,2026-03-21,2026,1,3,March,2026-03,21,6,Saturday,12,True,False,2025-03-22
20260322,2026-03-22,2026,1,3,March,2026-03,22,7,Sunday,12,True,False,2025-03-23
20260323,2026-03-23,2026,1,3,March,2026-03,23,1,Monday,13,False,True,2025-03-24
20260324,2026-03-24,2026,1,3,March,2026-03,24,2,Tuesday,13,False,True,2025-03-25
20260325,2026-03-25,2026,1,3,March,2026-03,25,3,Wednesday,13,False,True,2025-03-26
20260326,2026-03-26,2026,1,3,March,2026-03,26,4,Thursday,13,False,True,2025-03-27
20260327,2026-03-27,2026,1,3,March,2026-03,27,5,Friday,13,False,False,2025-03-28
20260328,2026-03-28,2026,1,3,March,2026-03,28,6,Saturday,13,True,False,2025-03-29
20260329,2026-03-29,2026,1,3,March,2026-03,29,7,Sunday,13,True,False,2025-03-30
20260330,2026-03-30,2026,1,3,March,2026-03,30,1,Monday,14,False,True,2025-03-31
20260331,2026-03-31,2026,1,3,March,2026-03,31,2,Tuesday,14,False,True,2025-04-01
20260401,2026-04-01,2026,2,4,April,2026-04,1,3,Wednesday,14,False,True,2025-04-02
20260402,2026-04-02,2026,2,4,April,2026-04,2,4,Thursday,14,False,True,2025-04-03
20260403,2026-04-03,2026,2,4,April,2026-04,3,5,Friday,14,False,False,2025-04-04
20260404,2026-04-04,2026,2,4,April,2026-04,4,6,Saturday,14,True,False,2025-04-05
20260405,2026-04-05,2026,2,4,April,2026-04,5,7,Sunday,14,True,False,2025-04-06
20260406,2026-04-06,2026,2,4,April,2026-04,6,1,Monday,15,False,True,2025-04-07
20260407,2026-04-07,2026,2,4,April,2026-04,7,2,Tuesday,15,False,True,2025-04-08
20260408,2026-04-08,2026,2,4,April,2026-04,8,3,Wednesday,15,False,True,2025-04-09
20260409,2026-04-09,2026,2,4,April,2026-04,9,4,Thursday,15,False,True,2025-04-10
20260410,2026-04-10,2026,2,4,April,2026-04,10,5,Friday,15,False,False,2025-04-11
20260411,2026-04-11,2026,2,4,April,2026-04,11,6,Saturday,15,True,False,2025-04-12
20260412,2026-04-12,2026,2,4,April,2026-04,12,7,Sunday,15,True,False,2025-04-13
20260413,2026-04-13,2026,2,4,April,2026-04,13,1,Monday,16,False,True,2025-04-14
20260414,2026-04-14,2026,2,4,April,2026-04,14,2,Tuesday,16,False,True,2025-04-15
20260415,2026-04-15,2026,2,4,April,2026-04,15,3,Wednesday,16,False,True,2025-04-16
20260416,2026-04-16,2026,2,4,April,2026-04,16,4,Thursday,16,False,True,2025-04-17
20260417,2026-04-17,2026,2,4,April,2026-04,17,5,Friday,16,False,False,2025-04-18
20260418,2026-04-18,2026,2,4,April,2026-04,18,6,Saturday,16,True,False,2025-04-19
20260419,2026-04-19,2026,2,4,April,2026-04,19,7,Sunday,16,True,False,2025-04-20
20260420,2026-04-20,2026,2,4,April,2026-04,20,1,Monday,17,False,True,2025-04-21
20260421,2026-04-21,2026,2,4,April,2026-04,21,2,Tuesday,17,False,True,2025-04-22
20260422,2026-04-22,2026,2,4,April,2026-04,22,3,Wednesday,17,False,True,2025-04-23
20260423,2026-04-23,2026,2,4,April,2026-04,23,4,Thursday,17,False,True,2025-04-24
20260424,2026-04-24,2026,2,4,April,2026-04,24,5,Friday,17,False,False,2025-04-25
20260425,2026-04-25,2026,2,4,April,2026-04,25,6,Saturday,17,True,False,2025-04-26
20260426,2026-04-26,2026,2,4,April,2026-04,26,7,Sunday,17,True,False,2025-04-27
20260427,2026-04-27,2026,2,4,April,2026-04,27,1,Monday,18,False,True,2025-04-28
20260428,2026-04-28,2026,2,4,April,2026-04,28,2,Tuesday,18,False,True,2025-04-29
20260429,2026-04-29,2026,2,4,April,2026-04,29,3,Wednesday,18,False,True,2025-04-30
20260430,2026-04-30,2026,2,4,April,2026-04,30,4,Thursday,18,False,True,2025-05-01
20260501,2026-05-01,2026,2,5,May,2026-05,1,5,Friday,18,False,False,2025-05-02
20260502,2026-05-02,2026,2,5,May,2026-05,2,6,Saturday,18,True,False,2025-05-03
20260503,2026-05-03,2026,2,5,May,2026-05,3,7,Sunday,18,True,False,2025-05-04
20260504,2026-05-04,2026,2,5,May,2026-05,4,1,Monday,19,False,True,2025-05-05
20260505,2026-05-05,2026,2,5,May,2026-05,5,2,Tuesday,19,False,True,2025-05-06
20260506,2026-05-06,2026,2,5,May,2026-05,6,3,Wednesday,19,False,True,2025-05-07
20260507,2026-05-07,2026,2,5,May,2026-05,7,4,Thursday,19,False,True,2025-05-08
20260508,2026-05-08,2026,2,5,May,2026-05,8,5,Friday,19,False,False,2025-05-09
20260509,2026-05-09,2026,2,5,May,2026-05,9,6,Saturday,19,True,False,2025-05-10
20260510,2026-05-10,2026,2,5,May,2026-05,10,7,Sunday,19,True,False,2025-05-11
20260511,2026-05-11,2026,2,5,May,2026-05,11,1,Monday,20,False,True,2025-05-12
20260512,2026-05-12,2026,2,5,May,2026-05,12,2,Tuesday,20,False,True,2025-05-13
20260513,2026-05-13,2026,2,5,May,2026-05,13,3,Wednesday,20,False,True,2025-05-14
20260514,2026-05-14,2026,2,5,May,2026-05,14,4,Thursday,20,False,True,2025-05-15
20260515,2026-05-15,2026,2,5,May,2026-05,15,5,Friday,20,False,False,2025-05-16
20260516,2026-05-16,2026,2,5,May,2026-05,16,6,Saturday,20,True,False,2025-05-17
20260517,2026-05-17,2026,2,5,May,2026-05,17,7,Sunday,20,True,False,2025-05-18
20260518,2026-05-18,2026,2,5,May,2026-05,18,1,Monday,21,False,True,2025-05-19
20260519,2026-05-19,2026,2,5,May,2026-05,19,2,Tuesday,21,False,True,2025-05-20
20260520,2026-05-20,2026,2,5,May,2026-05,20,3,Wednesday,21,False,True,2025-05-21
20260521,2026-05-21,2026,2,5,May,2026-05,21,4,Thursday,21,False,True,2025-05-22
20260522,2026-05-22,2026,2,5,May,2026-05,22,5,Friday,21,False,False,2025-05-23
20260523,2026-05-23,2026,2,5,May,2026-05,23,6,Saturday,21,True,False,2025-05-24
20260524,2026-05-24,2026,2,5,May,2026-05,24,7,Sunday,21,True,False,2025-05-25
20260525,2026-05-25,2026,2,5,May,2026-05,25,1,Monday,22,False,True,2025-05-26
20260526,2026-05-26,2026,2,5,May,2026-05,26,2,Tuesday,22,False,True,2025-05-27
20260527,2026-05-27,2026,2,5,May,2026-05,27,3,Wednesday,22,False,True,2025-05-28
20260528,2026-05-28,2026,2,5,May,2026-05,28,4,Thursday,22,False,True,2025-05-29
20260529,2026-05-29,2026,2,5,May,2026-05,29,5,Friday,22,False,False,2025-05-30
20260530,2026-05-30,2026,2,5,May,2026-05,30,6,Saturday,22,True,False,2025-05-31
20260531,2026-05-31,2026,2,5,May,2026-05,31,7,Sunday,22,True,False,2025-06-01
20260601,2026-06-01,2026,2,6,June,2026-06,1,1,Monday,23,False,True,2025-06-02
20260602,2026-06-02,2026,2,6,June,2026-06,2,2,Tuesday,23,False,True,2025-06-03
20260603,2026-06-03,2026,2,6,June,2026-06,3,3,Wednesday,23,False,True,2025-06-04
20260604,2026-06-04,2026,2,6,June,2026-06,4,4,Thursday,23,False,True,2025-06-05
20260605,2026-06-05,2026,2,6,June,2026-06,5,5,Friday,23,False,False,2025-06-06
20260606,2026-06-06,2026,2,6,June,2026-06,6,6,Saturday,23,True,False,2025-06-07
20260607,2026-06-07,2026,2,6,June,2026-06,7,7,Sunday,23,True,False,2025-06-08
20260608,2026-06-08,2026,2,6,June,2026-06,8,1,Monday,24,False,True,2025-06-09
20260609,2026-06-09,2026,2,6,June,2026-06,9,2,Tuesday,24,False,True,2025-06-10
20260610,2026-06-10,2026,2,6,June,2026-06,10,3,Wednesday,24,False,True,2025-06-11
20260611,2026-06-11,2026,2,6,June,2026-06,11,4,Thursday,24,False,True,2025-06-12
20260612,2026-06-12,2026,2,6,June,2026-06,12,5,Friday,24,False,False,2025-06-13
20260613,2026-06-13,2026,2,6,June,2026-06,13,6,Saturday,24,True,False,2025-06-14
20260614,2026-06-14,2026,2,6,June,2026-06,14,7,Sunday,24,True,False,2025-06-15
20260615,2026-06-15,2026,2,6,June,2026-06,15,1,Monday,25,False,True,2025-06-16
20260616,2026-06-16,2026,2,6,June,2026-06,16,2,Tuesday,25,False,True,2025-06-17
20260617,2026-06-17,2026,2,6,June,2026-06,17,3,Wednesday,25,False,True,2025-06-18
20260618,2026-06-18,2026,2,6,June,2026-06,18,4,Thursday,25,False,True,2025-06-19
20260619,2026-06-19,2026,2,6,June,2026-06,19,5,Friday,25,False,False,2025-06-20
20260620,2026-06-20,2026,2,6,June,2026-06,20,6,Saturday,25,True,False,2025-06-21
20260621,2026-06-21,2026,2,6,June,2026-06,21,7,Sunday,25,True,False,2025-06-22
20260622,2026-06-22,2026,2,6,June,2026-06,22,1,Monday,26,False,True,2025-06-23
20260623,2026-06-23,2026,2,6,June,2026-06,23,2,Tuesday,26,False,True,2025-06-24
20260624,2026-06-24,2026,2,6,June,2026-06,24,3,Wednesday,26,False,True,2025-06-25
20260625,2026-06-25,2026,2,6,June,2026-06,25,4,Thursday,26,False,True,2025-06-26
20260626,2026-06-26,2026,2,6,June,2026-06,26,5,Friday,26,False,False,2025-06-27
20260627,2026-06-27,2026,2,6,June,2026-06,27,6,Saturday,26,True,False,2025-06-28
20260628,2026-06-28,2026,2,6,June,2026-06,28,7,Sunday,26,True,False,2025-06-29
20260629,2026-06-29,2026,2,6,June,2026-06,29,1,Monday,27,False,True,2025-06-30
20260630,2026-06-30,2026,2,6,June,2026-06,30,2,Tuesday,27,False,True,2025-07-01
20260701,2026-07-01,2026,3,7,July,2026-07,1,3,Wednesday,27,False,True,2025-07-02
20260702,2026-07-02,2026,3,7,July,2026-07,2,4,Thursday,27,False,True,2025-07-03
20260703,2026-07-03,2026,3,7,July,2026-07,3,5,Friday,27,False,False,2025-07-04
20260704,2026-07-04,2026,3,7,July,2026-07,4,6,Saturday,27,True,False,2025-07-05
20260705,2026-07-05,2026,3,7,July,2026-07,5,7,Sunday,27,True,False,2025-07-06
20260706,2026-07-06,2026,3,7,July,2026-07,6,1,Monday,28,False,True,2025-07-07
20260707,2026-07-07,2026,3,7,July,2026-07,7,2,Tuesday,28,False,True,2025-07-08
20260708,2026-07-08,2026,3,7,July,2026-07,8,3,Wednesday,28,False,True,2025-07-09
20260709,2026-07-09,2026,3,7,July,2026-07,9,4,Thursday,28,False,True,2025-07-10
20260710,2026-07-10,2026,3,7,July,2026-07,10,5,Friday,28,False,False,2025-07-11
20260711,2026-07-11,2026,3,7,July,2026-07,11,6,Saturday,28,True,False,2025-07-12
20260712,2026-07-12,2026,3,7,July,2026-07,12,7,Sunday,28,True,False,2025-07-13
20260713,2026-07-13,2026,3,7,July,2026-07,13,1,Monday,29,False,True,2025-07-14
20260714,2026-07-14,2026,3,7,July,2026-07,14,2,Tuesday,29,False,True,2025-07-15
20260715,2026-07-15,2026,3,7,July,2026-07,15,3,Wednesday,29,False,True,2025-07-16
20260716,2026-07-16,2026,3,7,July,2026-07,16,4,Thursday,29,False,True,2025-07-17
20260717,2026-07-17,2026,3,7,July,2026-07,17,5,Friday,29,False,False,2025-07-18
20260718,2026-07-18,2026,3,7,July,2026-07,18,6,Saturday,29,True,False,2025-07-19
20260719,2026-07-19,2026,3,7,July,2026-07,19,7,Sunday,29,True,False,2025-07-20
20260720,2026-07-20,2026,3,7,July,2026-07,20,1,Monday,30,False,True,2025-07-21
20260721,2026-07-21,2026,3,7,July,2026-07,21,2,Tuesday,30,False,True,2025-07-22
20260722,2026-07-22,2026,3,7,July,2026-07,22,3,Wednesday,30,False,True,2025-07-23
20260723,2026-07-23,2026,3,7,July,2026-07,23,4,Thursday,30,False,True,2025-07-24
20260724,2026-07-24,2026,3,7,July,2026-07,24,5,Friday,30,False,False,2025-07-25
20260725,2026-07-25,2026,3,7,July,2026-07,25,6,Saturday,30,True,False,2025-07-26
20260726,2026-07-26,2026,3,7,July,2026-07,26,7,Sunday,30,True,False,2025-07-27
20260727,2026-07-27,2026,3,7,July,2026-07,27,1,Monday,31,False,True,2025-07-28
20260728,2026-07-28,2026,3,7,July,2026-07,28,2,Tuesday,31,False,True,2025-07-29
20260729,2026-07-29,2026,3,7,July,2026-07,29,3,Wednesday,31,False,True,2025-07-30
20260730,2026-07-30,2026,3,7,July,2026-07,30,4,Thursday,31,False,True,2025-07-31
20260731,2026-07-31,2026,3,7,July,2026-07,31,5,Friday,31,False,False,2025-08-01
20260801,2026-08-01,2026,3,8,August,2026-08,1,6,Saturday,31,True,False,2025-08-02
20260802,2026-08-02,2026,3,8,August,2026-08,2,7,Sunday,31,True,False,2025-08-03
20260803,2026-08-03,2026,3,8,August,2026-08,3,1,Monday,32,False,True,2025-08-04
20260804,2026-08-04,2026,3,8,August,2026-08,4,2,Tuesday,32,False,True,2025-08-05
20260805,2026-08-05,2026,3,8,August,2026-08,5,3,Wednesday,32,False,True,2025-08-06
20260806,2026-08-06,2026,3,8,August,2026-08,6,4,Thursday,32,False,True,2025-08-07
20260807,2026-08-07,2026,3,8,August,2026-08,7,5,Friday,32,False,False,2025-08-08
20260808,2026-08-08,2026,3,8,August,2026-08,8,6,Saturday,32,True,False,2025-08-09
20260809,2026-08-09,2026,3,8,August,2026-08,9,7,Sunday,32,True,False,2025-08-10
20260810,2026-08-10,2026,3,8,August,2026-08,10,1,Monday,33,False,True,2025-08-11
20260811,2026-08-11,2026,3,8,August,2026-08,11,2,Tuesday,33,False,True,2025-08-12
