guest_key,guest_id,home_city,guest_segment,has_phone,has_email
1812,G001812,Raipur,leisure,True,True
1813,G001813,Pune,leisure,True,True
1814,G001814,Delhi,corporate,True,True
1815,G001815,Jaipur,leisure,True,True
1816,G001816,Lucknow,leisure,True,True
1817,G001817,Ahmedabad,unknown,True,True
1818,G001818,Kochi,leisure,True,True
1819,G001819,Mumbai,leisure,True,True
1820,G001820,Delhi,leisure,True,True
1821,G001821,Ahmedabad,corporate,True,False
1822,G001822,Lucknow,corporate,True,True
1823,G001823,Kolkata,corporate,True,True
1824,G001824,Kochi,leisure,True,True
1825,G001825,Delhi,unknown,True,True
1826,G001826,Kolkata,leisure,True,False
1827,G001827,Delhi,leisure,True,True
1828,G001828,Jaipur,leisure,True,True
1829,G001829,Nagpur,leisure,True,True
1830,G001830,Pune,corporate,True,True
1831,G001831,Jaipur,leisure,True,True
1832,G001832,Hyderabad,leisure,True,True
1833,G001833,Raipur,corporate,True,True
1834,G001834,Indore,corporate,True,True
1835,G001835,Hyderabad,corporate,True,True
1836,G001836,Mumbai,corporate,True,True
1837,G001837,Coimbatore,corporate,True,True
1838,G001838,Nagpur,corporate,True,True
1839,G001839,Kochi,relocation,True,True
1840,G001840,Hyderabad,corporate,True,True
1841,G001841,Kochi,relocation,True,True
1842,G001842,Kolkata,leisure,True,True
1843,G001843,Pune,leisure,True,True
1844,G001844,Raipur,unknown,True,True
1845,G001845,Mumbai,corporate,True,True
1846,G001846,Indore,corporate,True,True
1847,G001847,Jaipur,relocation,True,True
1848,G001848,Lucknow,corporate,True,True
1849,G001849,Kolkata,leisure,True,True
1850,G001850,Kolkata,corporate,True,True
1851,G001851,Chennai,corporate,True,True
1852,G001852,Raipur,leisure,True,True
1853,G001853,Kochi,corporate,True,True
1854,G001854,Raipur,corporate,True,True
1855,G001855,Mumbai,leisure,True,True
1856,G001856,Coimbatore,relocation,True,True
1857,G001857,Jaipur,relocation,True,True
1858,G001858,Jaipur,relocation,True,True
1859,G001859,Coimbatore,corporate,True,True
1860,G001860,Nagpur,corporate,True,True
1861,G001861,Jaipur,corporate,True,True
1862,G001862,Jaipur,corporate,True,True
1863,G001863,Indore,corporate,True,True
1864,G001864,Raipur,corporate,True,True
1865,G001865,Nagpur,leisure,True,False
1866,G001866,Hyderabad,leisure,True,True
1867,G001867,Pune,corporate,True,True
1868,G001868,Raipur,corporate,True,True
1869,G001869,Indore,corporate,True,True
1870,G001870,Raipur,relocation,True,True
1871,G001871,Lucknow,unknown,True,True
1872,G001872,Pune,corporate,True,True
1873,G001873,Pune,corporate,True,True
1874,G001874,Chennai,corporate,True,True
1875,G001875,Kolkata,corporate,True,True
1876,G001876,Delhi,leisure,True,True
1877,G001877,Kochi,relocation,True,True
1878,G001878,Ahmedabad,relocation,True,True
1879,G001879,Chennai,corporate,True,True
1880,G001880,Kolkata,relocation,True,True
1881,G001881,Hyderabad,corporate,True,True
1882,G001882,Ahmedabad,corporate,True,True
1883,G001883,Lucknow,corporate,True,True
1884,G001884,Nagpur,corporate,True,True
1885,G001885,Indore,relocation,True,True
1886,G001886,Pune,corporate,True,True
1887,G001887,Indore,corporate,True,True
1888,G001888,Hyderabad,corporate,True,True
1889,G001889,Jaipur,leisure,True,True
1890,G001890,Ahmedabad,unknown,True,True
1891,G001891,Raipur,unknown,True,True
1892,G001892,Jaipur,leisure,True,True
1893,G001893,Chennai,corporate,True,True
1894,G001894,Ahmedabad,corporate,True,True
1895,G001895,Nagpur,corporate,False,True
1896,G001896,Indore,corporate,True,True
1897,G001897,Kochi,corporate,True,True
1898,G001898,Kolkata,corporate,True,True
1899,G001899,Kochi,leisure,True,True
1900,G001900,Raipur,corporate,True,True
1901,G001901,Mumbai,corporate,True,False
1902,G001902,Raipur,leisure,True,True
1903,G001903,Pune,relocation,True,True
1904,G001904,Jaipur,leisure,True,True
1905,G001905,Nagpur,leisure,True,True
1906,G001906,Raipur,corporate,True,True
1907,G001907,Raipur,relocation,True,True
1908,G001908,Lucknow,corporate,True,True
1909,G001909,Jaipur,corporate,True,True
1910,G001910,Nagpur,relocation,True,True
1911,G001911,Kolkata,leisure,True,True
1912,G001912,Raipur,corporate,True,True
1913,G001913,Nagpur,leisure,True,False
1914,G001914,Mumbai,unknown,True,True
1915,G001915,Nagpur,relocation,True,True
1916,G001916,Nagpur,corporate,True,True
1917,G001917,Kochi,relocation,True,True
1918,G001918,Pune,corporate,True,True
1919,G001919,Nagpur,relocation,True,True
1920,G001920,Ahmedabad,corporate,True,True
1921,G001921,Pune,corporate,True,True
1922,G001922,Indore,corporate,True,False
1923,G001923,Kolkata,corporate,True,True
1924,G001924,Jaipur,corporate,True,True
1925,G001925,Pune,leisure,True,True
1926,G001926,Kolkata,corporate,True,True
1927,G001927,Kochi,corporate,True,True
1928,G001928,Jaipur,relocation,True,True
1929,G001929,Ahmedabad,leisure,True,True
1930,G001930,Ahmedabad,relocation,True,True
1931,G001931,Indore,leisure,False,True
1932,G001932,Nagpur,corporate,True,True
1933,G001933,Raipur,corporate,True,True
1934,G001934,Mumbai,corporate,True,True
1935,G001935,Raipur,leisure,True,True
1936,G001936,Mumbai,corporate,True,True
1937,G001937,Indore,relocation,True,True
1938,G001938,Pune,corporate,True,True
1939,G001939,Jaipur,leisure,True,True
1940,G001940,Nagpur,leisure,True,True
1941,G001941,Hyderabad,corporate,True,True
1942,G001942,Delhi,corporate,True,True
1943,G001943,Raipur,unknown,True,True
1944,G001944,Hyderabad,relocation,True,True
1945,G001945,Kochi,unknown,True,True
1946,G001946,Kolkata,relocation,True,True
1947,G001947,Delhi,corporate,True,True
1948,G001948,Coimbatore,corporate,True,True
1949,G001949,Jaipur,corporate,True,True
1950,G001950,Kochi,corporate,True,True
1951,G001951,Pune,corporate,True,True
1952,G001952,Raipur,relocation,True,True
1953,G001953,Indore,corporate,True,True
1954,G001954,Mumbai,leisure,True,True
1955,G001955,Chennai,relocation,True,True
1956,G001956,Delhi,corporate,True,True
1957,G001957,Hyderabad,unknown,True,True
1958,G001958,Ahmedabad,corporate,True,True
1959,G001959,Raipur,leisure,True,True
1960,G001960,Hyderabad,corporate,True,True
1961,G001961,Lucknow,leisure,True,True
1962,G001962,Nagpur,corporate,True,True
1963,G001963,Mumbai,corporate,True,True
1964,G001964,Jaipur,leisure,True,True
1965,G001965,Raipur,relocation,True,True
1966,G001966,Lucknow,leisure,True,True
1967,G001967,Kochi,unknown,True,True
1968,G001968,Nagpur,corporate,True,True
1969,G001969,Ahmedabad,relocation,True,True
1970,G001970,Ahmedabad,corporate,True,True
1971,G001971,Coimbatore,leisure,True,True
1972,G001972,Raipur,corporate,True,True
1973,G001973,Nagpur,corporate,True,True
1974,G001974,Delhi,corporate,True,True
1975,G001975,Pune,corporate,True,True
1976,G001976,Pune,corporate,True,True
1977,G001977,Ahmedabad,corporate,True,True
1978,G001978,Kolkata,unknown,True,True
1979,G001979,Delhi,corporate,True,True
1980,G001980,Kolkata,corporate,True,True
1981,G001981,Chennai,unknown,True,True
1982,G001982,Nagpur,corporate,True,True
1983,G001983,Pune,leisure,True,True
1984,G001984,Ahmedabad,corporate,True,True
1985,G001985,Mumbai,leisure,True,True
1986,G001986,Indore,corporate,True,True
1987,G001987,Pune,relocation,True,True
1988,G001988,Pune,corporate,True,True
1989,G001989,Delhi,corporate,True,True
1990,G001990,Mumbai,leisure,True,True
1991,G001991,Lucknow,leisure,True,True
1992,G001992,Delhi,corporate,True,True
1993,G001993,Jaipur,corporate,True,True
1994,G001994,Nagpur,corporate,True,True
1995,G001995,Nagpur,corporate,True,True
1996,G001996,Raipur,unknown,True,True
1997,G001997,Kochi,corporate,True,True
1998,G001998,Kolkata,relocation,True,True
1999,G001999,Kochi,leisure,True,True
2000,G002000,Ahmedabad,leisure,True,True
2001,G002001,Pune,corporate,True,True
2002,G002002,Coimbatore,relocation,False,True
2003,G002003,Coimbatore,relocation,True,True
2004,G002004,Coimbatore,corporate,True,True
2005,G002005,Kochi,relocation,True,True
2006,G002006,Indore,corporate,True,True
2007,G002007,Lucknow,leisure,True,True
2008,G002008,Lucknow,relocation,True,True
2009,G002009,Coimbatore,relocation,True,True
2010,G002010,Kolkata,corporate,True,True
2011,G002011,Delhi,relocation,True,True
2012,G002012,Kolkata,unknown,True,True
2013,G002013,Kolkata,leisure,True,True
2014,G002014,Lucknow,leisure,True,True
2015,G002015,Pune,unknown,True,True
2016,G002016,Hyderabad,corporate,True,True
2017,G002017,Kolkata,relocation,True,True
2018,G002018,Delhi,leisure,True,True
2019,G002019,Jaipur,corporate,True,True
2020,G002020,Nagpur,corporate,True,True
2021,G002021,Coimbatore,relocation,True,True
2022,G002022,Delhi,leisure,True,True
2023,G002023,Ahmedabad,leisure,True,True
2024,G002024,Raipur,corporate,False,True
2025,G002025,Indore,leisure,True,True
2026,G002026,Chennai,relocation,True,True
2027,G002027,Delhi,corporate,True,True
2028,G002028,Lucknow,unknown,True,True
2029,G002029,Mumbai,corporate,True,True
2030,G002030,Pune,leisure,True,True
2031,G002031,Nagpur,corporate,True,True
2032,G002032,Mumbai,corporate,True,True
2033,G002033,Mumbai,leisure,True,True
2034,G002034,Chennai,corporate,True,True
2035,G002035,Nagpur,corporate,True,True
2036,G002036,Delhi,unknown,True,True
2037,G002037,Nagpur,corporate,True,True
2038,G002038,Indore,leisure,True,True
2039,G002039,Mumbai,leisure,True,True
2040,G002040,Delhi,corporate,True,True
2041,G002041,Ahmedabad,corporate,True,True
2042,G002042,Jaipur,leisure,True,True
2043,G002043,Jaipur,corporate,True,True
2044,G002044,Raipur,corporate,True,True
2045,G002045,Ahmedabad,relocation,True,True
2046,G002046,Lucknow,corporate,True,True
2047,G002047,Ahmedabad,corporate,True,True
2048,G002048,Coimbatore,unknown,True,True
2049,G002049,Delhi,relocation,True,True
2050,G002050,Kolkata,corporate,True,True
2051,G002051,Coimbatore,leisure,True,True
2052,G002052,Raipur,relocation,True,True
2053,G002053,Jaipur,leisure,True,True
2054,G002054,Chennai,corporate,True,True
2055,G002055,Kochi,leisure,True,True
2056,G002056,Hyderabad,leisure,True,True
2057,G002057,Ahmedabad,leisure,True,True
2058,G002058,Hyderabad,leisure,True,True
2059,G002059,Lucknow,corporate,True,True
2060,G002060,Chennai,corporate,True,True
2061,G002061,Kochi,leisure,True,True
2062,G002062,Indore,leisure,True,True
2063,G002063,Pune,corporate,True,True
2064,G002064,Ahmedabad,unknown,True,True
2065,G002065,Chennai,corporate,True,True
2066,G002066,Jaipur,relocation,True,True
2067,G002067,Ahmedabad,corporate,True,True
2068,G002068,Coimbatore,unknown,True,True
2069,G002069,Nagpur,corporate,True,True
2070,G002070,Pune,corporate,True,True
2071,G002071,Jaipur,leisure,True,True
2072,G002072,Pune,leisure,True,True
2073,G002073,Kochi,relocation,True,True
2074,G002074,Jaipur,corporate,True,True
2075,G002075,Chennai,corporate,True,True
2076,G002076,Jaipur,leisure,True,True
2077,G002077,Jaipur,leisure,True,True
2078,G002078,Delhi,corporate,True,True
2079,G002079,Nagpur,corporate,True,True
2080,G002080,Nagpur,corporate,True,True
2081,G002081,Raipur,relocation,True,True
2082,G002082,Raipur,leisure,True,True
2083,G002083,Raipur,corporate,True,False
2084,G002084,Lucknow,corporate,True,True
2085,G002085,Pune,leisure,True,True
2086,G002086,Coimbatore,corporate,True,True
2087,G002087,Jaipur,corporate,True,True
2088,G002088,Indore,leisure,True,True
2089,G002089,Nagpur,corporate,True,True
2090,G002090,Raipur,relocation,True,True
2091,G002091,Kochi,leisure,True,True
2092,G002092,Pune,corporate,True,True
2093,G002093,Mumbai,leisure,True,True
2094,G002094,Indore,corporate,True,True
2095,G002095,Chennai,corporate,True,False
2096,G002096,Chennai,corporate,True,True
2097,G002097,Lucknow,relocation,True,True
2098,G002098,Mumbai,corporate,True,True
2099,G002099,Lucknow,corporate,True,True
2100,G002100,Mumbai,leisure,True,True
2101,G002101,Coimbatore,corporate,True,True
2102,G002102,Coimbatore,leisure,True,True
2103,G002103,Coimbatore,corporate,True,True
2104,G002104,Nagpur,corporate,True,True
2105,G002105,Mumbai,corporate,True,True
2106,G002106,Lucknow,corporate,True,True
2107,G002107,Lucknow,corporate,True,True
2108,G002108,Pune,corporate,True,True
2109,G002109,Pune,corporate,True,False
2110,G002110,Delhi,corporate,True,True
2111,G002111,Pune,leisure,True,True
2112,G002112,Mumbai,unknown,True,True
2113,G002113,Mumbai,unknown,True,True
2114,G002114,Indore,corporate,True,True
2115,G002115,Delhi,corporate,True,True
2116,G002116,Coimbatore,corporate,True,True
2117,G002117,Lucknow,corporate,True,False
2118,G002118,Coimbatore,relocation,True,True
2119,G002119,Delhi,relocation,True,True
2120,G002120,Ahmedabad,leisure,True,True
2121,G002121,Jaipur,corporate,True,True
2122,G002122,Lucknow,corporate,True,True
2123,G002123,Nagpur,corporate,True,True
2124,G002124,Kochi,corporate,True,True
2125,G002125,Kolkata,corporate,True,True
2126,G002126,Hyderabad,unknown,True,True
2127,G002127,Pune,corporate,True,True
2128,G002128,Jaipur,corporate,True,True
2129,G002129,Mumbai,corporate,True,True
2130,G002130,Pune,leisure,True,True
2131,G002131,Ahmedabad,leisure,True,True
2132,G002132,Kolkata,corporate,True,True
2133,G002133,Kolkata,relocation,True,True
2134,G002134,Pune,leisure,True,True
2135,G002135,Raipur,leisure,True,True
2136,G002136,Coimbatore,corporate,True,True
2137,G002137,Hyderabad,relocation,True,True
2138,G002138,Indore,corporate,True,True
2139,G002139,Ahmedabad,corporate,True,True
2140,G002140,Jaipur,corporate,True,True
2141,G002141,Jaipur,corporate,True,True
2142,G002142,Indore,corporate,True,True
2143,G002143,Raipur,corporate,True,True
2144,G002144,Mumbai,leisure,True,True
2145,G002145,Pune,leisure,True,True
2146,G002146,Kochi,unknown,True,True
2147,G002147,Delhi,corporate,True,True
2148,G002148,Lucknow,corporate,True,True
2149,G002149,Pune,leisure,True,True
2150,G002150,Coimbatore,corporate,True,True
2151,G002151,Ahmedabad,corporate,True,True
2152,G002152,Nagpur,unknown,True,True
2153,G002153,Chennai,corporate,True,True
2154,G002154,Lucknow,corporate,True,True
2155,G002155,Raipur,leisure,True,True
2156,G002156,Hyderabad,corporate,True,True
2157,G002157,Delhi,corporate,True,True
2158,G002158,Coimbatore,corporate,True,True
2159,G002159,Kochi,relocation,True,True
2160,G002160,Chennai,leisure,True,True
2161,G002161,Nagpur,corporate,True,True
2162,G002162,Indore,corporate,True,True
2163,G002163,Nagpur,leisure,True,True
2164,G002164,Ahmedabad,relocation,True,True
2165,G002165,Delhi,corporate,True,True
2166,G002166,Chennai,corporate,True,True
2167,G002167,Indore,corporate,True,True
2168,G002168,Jaipur,leisure,True,True
2169,G002169,Mumbai,corporate,True,True
2170,G002170,Indore,corporate,True,True
2171,G002171,Delhi,leisure,True,True
2172,G002172,Kochi,corporate,True,True
2173,G002173,Jaipur,relocation,True,False
2174,G002174,Pune,corporate,True,True
2175,G002175,Hyderabad,corporate,True,True
2176,G002176,Kochi,corporate,False,True
2177,G002177,Raipur,relocation,True,True
2178,G002178,Pune,corporate,True,False
2179,G002179,Lucknow,leisure,True,True
2180,G002180,Raipur,unknown,False,True
2181,G002181,Indore,relocation,True,True
2182,G002182,Coimbatore,corporate,True,True
2183,G002183,Delhi,corporate,True,True
2184,G002184,Hyderabad,corporate,True,True
2185,G002185,Coimbatore,corporate,True,True
2186,G002186,Raipur,corporate,True,True
2187,G002187,Delhi,leisure,True,True
2188,G002188,Chennai,unknown,True,True
2189,G002189,Hyderabad,unknown,True,True
2190,G002190,Lucknow,leisure,True,True
2191,G002191,Ahmedabad,unknown,True,True
2192,G002192,Jaipur,leisure,True,True
2193,G002193,Lucknow,corporate,True,True
2194,G002194,Kochi,leisure,True,True
2195,G002195,Kochi,relocation,True,True
2196,G002196,Ahmedabad,corporate,True,True
2197,G002197,Coimbatore,relocation,True,True
2198,G002198,Kolkata,leisure,True,True
2199,G002199,Delhi,relocation,False,True
2200,G002200,Indore,corporate,True,True
2201,G002201,Hyderabad,corporate,True,True
2202,G002202,Delhi,relocation,True,True
2203,G002203,Indore,leisure,False,True
2204,G002204,Pune,corporate,True,True
2205,G002205,Kolkata,corporate,True,True
2206,G002206,Jaipur,relocation,True,True
2207,G002207,Raipur,corporate,True,True
2208,G002208,Lucknow,relocation,True,True
2209,G002209,Lucknow,leisure,True,True
2210,G002210,Chennai,corporate,True,True
2409,G002409,Coimbatore,relocation,False,True
2211,G002211,Lucknow,relocation,True,True
2212,G002212,Nagpur,corporate,True,True
2213,G002213,Ahmedabad,unknown,True,True
2214,G002214,Kolkata,corporate,True,True
2215,G002215,Mumbai,corporate,True,True
2216,G002216,Delhi,corporate,True,True
2217,G002217,Chennai,corporate,True,True
2218,G002218,Jaipur,relocation,True,True
2219,G002219,Hyderabad,corporate,False,True
2220,G002220,Nagpur,corporate,False,True
2221,G002221,Pune,corporate,True,True
2222,G002222,Chennai,relocation,True,True
2223,G002223,Nagpur,relocation,False,True
2224,G002224,Kolkata,corporate,True,True
2225,G002225,Kolkata,corporate,True,True
2226,G002226,Nagpur,corporate,True,True
2227,G002227,Lucknow,relocation,True,True
2228,G002228,Mumbai,corporate,True,True
2229,G002229,Delhi,relocation,True,True
2230,G002230,Jaipur,leisure,True,True
2231,G002231,Hyderabad,corporate,True,True
2232,G002232,Jaipur,leisure,True,True
2233,G002233,Chennai,corporate,True,True
2234,G002234,Jaipur,relocation,True,True
2235,G002235,Lucknow,corporate,True,True
2236,G002236,Lucknow,unknown,True,True
2237,G002237,Indore,leisure,True,True
2238,G002238,Raipur,corporate,True,True
2239,G002239,Kochi,unknown,True,True
2240,G002240,Indore,relocation,True,True
2241,G002241,Ahmedabad,corporate,True,True
2242,G002242,Pune,relocation,True,True
2243,G002243,Pune,leisure,True,True
2244,G002244,Mumbai,leisure,True,True
2245,G002245,Coimbatore,corporate,True,True
2246,G002246,Hyderabad,leisure,True,True
2247,G002247,Coimbatore,leisure,True,True
2248,G002248,Raipur,unknown,True,True
2249,G002249,Jaipur,unknown,True,True
2250,G002250,Raipur,corporate,True,True
2251,G002251,Nagpur,corporate,True,True
2252,G002252,Chennai,corporate,True,True
2253,G002253,Coimbatore,relocation,True,True
2254,G002254,Delhi,corporate,True,True
2255,G002255,Delhi,corporate,True,True
2256,G002256,Delhi,corporate,True,True
2257,G002257,Kochi,corporate,True,True
2258,G002258,Kochi,leisure,True,True
2259,G002259,Pune,corporate,True,True
2260,G002260,Delhi,corporate,True,True
2261,G002261,Pune,corporate,True,True
2262,G002262,Mumbai,corporate,True,True
2263,G002263,Kolkata,leisure,True,True
2264,G002264,Kolkata,corporate,True,True
2265,G002265,Jaipur,corporate,True,True
2266,G002266,Raipur,corporate,True,True
2267,G002267,Hyderabad,corporate,True,True
2268,G002268,Indore,leisure,True,True
2269,G002269,Kochi,leisure,True,True
2270,G002270,Indore,corporate,True,False
2271,G002271,Kochi,corporate,True,True
2272,G002272,Hyderabad,leisure,True,True
2273,G002273,Nagpur,leisure,True,True
2274,G002274,Raipur,relocation,True,True
2275,G002275,Hyderabad,corporate,True,True
2276,G002276,Lucknow,corporate,True,True
2277,G002277,Jaipur,relocation,True,True
2278,G002278,Kochi,relocation,True,True
2279,G002279,Coimbatore,leisure,True,True
2280,G002280,Mumbai,leisure,True,True
2281,G002281,Kolkata,corporate,True,True
2282,G002282,Mumbai,leisure,True,True
2283,G002283,Chennai,corporate,True,True
2284,G002284,Chennai,relocation,True,True
2285,G002285,Nagpur,relocation,True,True
2286,G002286,Coimbatore,corporate,True,True
2287,G002287,Indore,corporate,True,True
2288,G002288,Hyderabad,leisure,True,True
2289,G002289,Raipur,corporate,True,True
2290,G002290,Raipur,leisure,True,True
2291,G002291,Hyderabad,unknown,True,True
2292,G002292,Mumbai,unknown,True,True
2293,G002293,Indore,leisure,True,True
2294,G002294,Chennai,leisure,True,True
2295,G002295,Pune,corporate,True,True
2296,G002296,Kochi,corporate,True,True
2297,G002297,Coimbatore,leisure,True,True
2298,G002298,Indore,corporate,True,True
2299,G002299,Mumbai,corporate,True,True
2300,G002300,Hyderabad,unknown,True,True
2301,G002301,Chennai,corporate,True,True
2302,G002302,Mumbai,corporate,True,True
2303,G002303,Lucknow,relocation,True,True
2304,G002304,Nagpur,corporate,True,True
2305,G002305,Jaipur,relocation,True,True
2306,G002306,Raipur,leisure,True,True
2307,G002307,Pune,corporate,True,True
2308,G002308,Pune,leisure,True,True
2309,G002309,Kochi,leisure,True,False
2310,G002310,Nagpur,relocation,True,True
2311,G002311,Kolkata,relocation,True,True
2312,G002312,Kochi,corporate,True,True
2313,G002313,Coimbatore,corporate,True,True
2314,G002314,Nagpur,corporate,True,True
2315,G002315,Lucknow,corporate,True,True
2316,G002316,Indore,corporate,True,True
2317,G002317,Raipur,relocation,True,True
2318,G002318,Ahmedabad,relocation,True,True
2319,G002319,Raipur,unknown,True,True
2320,G002320,Hyderabad,corporate,True,True
2321,G002321,Jaipur,corporate,True,True
2322,G002322,Pune,corporate,True,True
2323,G002323,Mumbai,corporate,True,True
2324,G002324,Jaipur,leisure,True,True
2325,G002325,Pune,relocation,True,True
2326,G002326,Hyderabad,corporate,True,True
2327,G002327,Delhi,corporate,True,True
2328,G002328,Hyderabad,corporate,True,True
2329,G002329,Jaipur,corporate,True,True
2330,G002330,Hyderabad,leisure,True,True
2331,G002331,Lucknow,relocation,True,True
2332,G002332,Indore,relocation,True,True
2333,G002333,Ahmedabad,unknown,True,True
2334,G002334,Coimbatore,corporate,True,True
2335,G002335,Pune,relocation,True,True
2336,G002336,Nagpur,corporate,True,True
2337,G002337,Chennai,corporate,True,True
2338,G002338,Jaipur,corporate,True,True
2339,G002339,Ahmedabad,corporate,True,True
2340,G002340,Kolkata,corporate,True,True
2341,G002341,Mumbai,leisure,True,True
2342,G002342,Ahmedabad,leisure,True,True
2343,G002343,Delhi,corporate,True,True
2344,G002344,Coimbatore,corporate,True,True
2345,G002345,Indore,corporate,True,True
2346,G002346,Lucknow,leisure,True,True
2347,G002347,Lucknow,corporate,True,True
2348,G002348,Coimbatore,corporate,True,True
2349,G002349,Mumbai,corporate,True,True
2350,G002350,Kochi,relocation,True,True
2351,G002351,Jaipur,relocation,True,True
2352,G002352,Pune,leisure,True,True
2353,G002353,Mumbai,corporate,True,True
2354,G002354,Delhi,leisure,True,True
2355,G002355,Chennai,corporate,True,True
2356,G002356,Hyderabad,corporate,True,True
2357,G002357,Ahmedabad,relocation,True,True
2358,G002358,Kochi,unknown,True,True
2359,G002359,Kochi,leisure,True,True
2360,G002360,Coimbatore,corporate,True,True
2361,G002361,Pune,corporate,True,True
2362,G002362,Mumbai,leisure,True,True
2363,G002363,Kolkata,leisure,True,True
2364,G002364,Pune,leisure,True,True
2365,G002365,Kolkata,unknown,True,True
2366,G002366,Pune,corporate,True,True
2367,G002367,Mumbai,leisure,True,True
2368,G002368,Kochi,leisure,True,True
2369,G002369,Delhi,corporate,True,True
2370,G002370,Chennai,corporate,True,True
2371,G002371,Kochi,corporate,True,True
2372,G002372,Delhi,leisure,True,True
2373,G002373,Kolkata,leisure,True,True
2374,G002374,Lucknow,corporate,True,True
2375,G002375,Delhi,relocation,True,True
2376,G002376,Indore,unknown,True,True
2377,G002377,Raipur,leisure,True,True
2378,G002378,Raipur,corporate,True,True
2379,G002379,Hyderabad,leisure,True,True
2380,G002380,Nagpur,corporate,True,True
2381,G002381,Kochi,corporate,True,True
2382,G002382,Nagpur,corporate,True,True
2383,G002383,Kolkata,corporate,True,True
2384,G002384,Pune,corporate,True,True
2385,G002385,Raipur,corporate,True,True
2386,G002386,Kolkata,leisure,True,True
2387,G002387,Mumbai,relocation,True,True
2388,G002388,Delhi,unknown,True,True
2389,G002389,Raipur,leisure,True,True
2390,G002390,Indore,corporate,True,True
2391,G002391,Coimbatore,leisure,True,True
2392,G002392,Chennai,corporate,True,True
2393,G002393,Chennai,corporate,True,True
2394,G002394,Nagpur,corporate,True,True
2395,G002395,Chennai,corporate,True,True
2396,G002396,Raipur,relocation,True,True
2397,G002397,Ahmedabad,leisure,True,True
2398,G002398,Kolkata,corporate,True,True
2399,G002399,Raipur,unknown,True,True
2400,G002400,Pune,corporate,True,True
2401,G002401,Delhi,corporate,True,True
2402,G002402,Raipur,leisure,True,True
2403,G002403,Kochi,relocation,True,True
2404,G002404,Ahmedabad,leisure,True,True
2405,G002405,Jaipur,leisure,True,True
2406,G002406,Indore,corporate,True,True
2407,G002407,Nagpur,corporate,True,True
2408,G002408,Pune,relocation,True,True
2410,G002410,Nagpur,corporate,True,True
2411,G002411,Indore,corporate,True,True
2412,G002412,Kolkata,relocation,True,True
2413,G002413,Nagpur,relocation,True,True
2414,G002414,Hyderabad,corporate,True,True
2415,G002415,Kochi,relocation,True,True
2416,G002416,Chennai,corporate,True,True
2417,G002417,Coimbatore,leisure,True,True
2418,G002418,Kochi,corporate,True,True
2419,G002419,Mumbai,leisure,True,True
2420,G002420,Chennai,corporate,True,True
2421,G002421,Nagpur,relocation,True,True
2422,G002422,Lucknow,corporate,True,True
2423,G002423,Kolkata,corporate,True,True
2424,G002424,Lucknow,corporate,True,True
2425,G002425,Lucknow,leisure,True,True
2426,G002426,Indore,leisure,True,True
2427,G002427,Ahmedabad,corporate,True,True
2428,G002428,Kochi,leisure,True,True
2429,G002429,Ahmedabad,corporate,True,True
2430,G002430,Ahmedabad,corporate,True,True
2431,G002431,Pune,leisure,True,True
2432,G002432,Hyderabad,unknown,True,True
2433,G002433,Jaipur,corporate,True,True
2434,G002434,Kochi,leisure,True,True
2435,G002435,Hyderabad,corporate,True,True
2436,G002436,Pune,leisure,True,True
2437,G002437,Jaipur,corporate,True,True
2438,G002438,Raipur,corporate,True,True
2439,G002439,Lucknow,corporate,True,True
2440,G002440,Raipur,corporate,True,True
2441,G002441,Ahmedabad,corporate,True,True
2442,G002442,Kolkata,corporate,False,True
2443,G002443,Pune,corporate,True,False
2444,G002444,Kolkata,unknown,True,True
2445,G002445,Nagpur,leisure,True,True
2446,G002446,Ahmedabad,corporate,True,True
2447,G002447,Nagpur,leisure,True,True
2448,G002448,Indore,corporate,True,True
2449,G002449,Delhi,relocation,True,True
2450,G002450,Jaipur,corporate,True,True
2451,G002451,Coimbatore,corporate,True,True
2452,G002452,Mumbai,corporate,True,True
2453,G002453,Chennai,leisure,True,True
2454,G002454,Pune,leisure,True,True
2455,G002455,Pune,leisure,True,True
2456,G002456,Mumbai,corporate,True,True
2457,G002457,Mumbai,relocation,True,True
2458,G002458,Kochi,leisure,True,True
2459,G002459,Coimbatore,leisure,True,True
2460,G002460,Pune,corporate,True,True
2461,G002461,Ahmedabad,corporate,True,True
2462,G002462,Indore,corporate,True,True
2463,G002463,Coimbatore,corporate,True,True
2464,G002464,Chennai,leisure,True,True
2465,G002465,Ahmedabad,corporate,True,True
2466,G002466,Pune,corporate,True,True
2467,G002467,Ahmedabad,relocation,True,True
2468,G002468,Ahmedabad,leisure,True,True
2469,G002469,Raipur,relocation,True,True
2470,G002470,Kochi,corporate,True,True
2471,G002471,Raipur,corporate,True,True
2472,G002472,Pune,corporate,True,True
2473,G002473,Mumbai,corporate,True,True
2474,G002474,Coimbatore,corporate,False,True
2475,G002475,Delhi,leisure,True,True
2476,G002476,Hyderabad,relocation,True,True
2477,G002477,Nagpur,corporate,True,True
2478,G002478,Kochi,relocation,True,True
2479,G002479,Ahmedabad,corporate,True,True
2480,G002480,Lucknow,corporate,True,True
2481,G002481,Kochi,corporate,True,True
2482,G002482,Delhi,corporate,True,True
2483,G002483,Hyderabad,relocation,True,True
2484,G002484,Coimbatore,corporate,True,True
2485,G002485,Lucknow,corporate,True,True
2486,G002486,Ahmedabad,corporate,True,True
2487,G002487,Nagpur,relocation,True,True
