payment_key,payment_id,booking_key,payment_date,settlement_date,method,gross_amount_inr,gateway_fee_inr,gst_on_fee_inr,net_credited_inr,status,is_orphan_reference
1283,PAY0001283,1513.0,2025-07-21,2025-07-23,card,18402.04,368.04,66.25,17967.75,settled,False
1284,PAY0001284,1514.0,2025-07-22,2025-08-06,upi,10945.86,218.92,39.41,10687.53,settled,False
1285,PAY0001285,1515.0,2025-07-29,2025-08-05,upi,1523.12,30.46,5.48,1487.18,settled,False
1286,PAY0001286,1516.0,2025-07-28,2025-08-27,cash,4831.42,0.00,0.00,4831.42,settled,False
1287,PAY0001287,1517.0,2025-07-12,2025-07-21,card,3654.58,73.09,13.16,3568.33,settled,False
1288,PAY0001288,1518.0,2025-06-29,2025-07-14,card,5167.22,103.34,18.60,5045.28,settled,False
1289,PAY0001289,1519.0,2025-07-22,2025-07-24,upi,8831.08,176.62,31.79,8622.67,settled,False
1290,PAY0001290,1520.0,2025-07-17,2025-08-01,upi,26279.20,525.58,94.60,25659.02,settled,False
1291,PAY0001291,1521.0,2025-07-27,2025-08-11,upi,11029.44,220.59,39.71,10769.14,settled,False
1292,PAY0001292,1522.0,2025-07-25,2025-08-24,card,5538.21,110.76,19.94,5407.51,settled,False
1293,PAY0001293,1523.0,2025-07-26,2025-08-25,upi,6327.29,126.55,22.78,6177.96,settled,False
1294,PAY0001294,1524.0,2025-06-16,2025-06-18,upi,30820.16,616.40,110.95,30092.81,settled,False
1295,PAY0001295,1526.0,2025-07-29,2025-08-05,upi,1388.65,27.77,5.00,1355.88,settled,False
1296,PAY0001296,1528.0,2025-07-16,2025-07-25,ota_collect,6742.93,134.86,24.27,6583.80,settled,False
1297,PAY0001297,1529.0,2025-07-20,2025-08-19,upi,32716.49,654.33,117.78,31944.38,settled,False
1298,PAY0001298,1530.0,2025-07-15,2025-07-30,upi,13605.04,272.10,48.98,13283.96,settled,False
1299,PAY0001299,1531.0,2025-07-25,2025-07-27,ota_collect,11040.23,220.80,39.74,10779.69,settled,False
1300,PAY0001300,1532.0,2025-07-22,2025-08-06,ota_collect,4006.25,80.12,14.42,3911.71,settled,False
1301,PAY0001301,1533.0,2025-07-28,2025-07-30,card,16267.24,325.34,58.56,15883.34,settled,False
1302,PAY0001302,1534.0,2025-07-20,2025-08-19,upi,4863.39,97.27,17.51,4748.61,settled,False
1303,PAY0001303,1535.0,2025-07-13,2025-08-12,upi,22770.51,455.41,81.97,22233.13,settled,False
1304,PAY0001304,1536.0,2025-07-24,2025-08-08,netbanking,30776.32,615.53,110.80,30049.99,settled,False
1305,PAY0001305,1537.0,2025-07-22,2025-07-24,ota_collect,5415.34,108.31,19.50,5287.53,settled,False
1306,PAY0001306,1538.0,2025-07-24,2025-07-26,ota_collect,6968.31,139.37,25.09,6803.85,settled,False
1307,PAY0001307,1539.0,2025-07-09,2025-07-11,cash,6580.62,0.00,0.00,6580.62,settled,False
1308,PAY0001308,,2025-07-26,2025-08-10,upi,8029.42,160.59,28.91,7839.92,settled,True
1309,PAY0001309,1541.0,2025-07-27,2025-07-29,card,10512.64,210.25,37.84,10264.55,settled,False
1310,PAY0001310,1542.0,2025-07-26,2025-08-25,cash,28181.20,0.00,0.00,28181.20,settled,False
1311,PAY0001311,1543.0,2025-07-27,2025-08-05,ota_collect,4163.60,83.27,14.99,4065.34,settled,False
1312,PAY0001312,1544.0,2025-07-23,2025-08-22,ota_collect,27342.48,546.85,98.43,26697.20,settled,False
1313,PAY0001313,1545.0,2025-07-08,2025-07-23,card,14010.92,280.22,50.44,13680.26,settled,False
1314,PAY0001314,1546.0,2025-07-24,2025-08-08,ota_collect,14706.57,294.13,52.94,14359.50,settled,False
1315,PAY0001315,1547.0,2025-07-21,2025-08-20,card,25892.85,517.86,93.21,25281.78,settled,False
1316,PAY0001316,1548.0,2025-07-24,2025-08-02,card,8805.64,176.11,31.70,8597.83,settled,False
1317,PAY0001317,1549.0,2025-07-30,2025-07-30,card,6805.50,136.11,24.50,6644.89,settled,False
1318,PAY0001318,1550.0,2025-07-25,2025-08-09,card,8083.48,161.67,29.10,7892.71,settled,False
1319,PAY0001319,1551.0,2025-07-27,2025-07-29,ota_collect,25315.79,506.32,91.14,24718.33,settled,False
1320,PAY0001320,1552.0,2025-07-28,2025-08-12,netbanking,4149.12,82.98,14.94,4051.20,settled,False
1321,PAY0001321,1553.0,2025-07-24,2025-08-08,upi,16864.59,337.29,60.71,16466.59,settled,False
1322,PAY0001322,1554.0,2025-07-17,2025-07-26,upi,6295.31,125.91,22.66,6146.74,settled,False
1323,PAY0001323,1555.0,2025-08-04,2025-08-11,ota_collect,1410.71,28.21,5.08,1377.42,settled,False
1324,PAY0001324,1556.0,2025-07-22,2025-08-06,ota_collect,5110.20,102.20,18.40,4989.60,settled,False
1325,PAY0001325,1557.0,2025-07-22,2025-07-24,ota_collect,4257.09,85.14,15.33,4156.62,settled,False
1326,PAY0001326,1558.0,2025-07-17,2025-08-16,card,3900.42,78.01,14.04,3808.37,settled,False
1327,PAY0001327,1559.0,2025-07-26,2025-07-28,netbanking,8627.30,172.55,31.06,8423.69,settled,False
1328,PAY0001328,1560.0,2025-07-30,2025-08-29,ota_collect,18752.20,375.04,67.51,18309.65,settled,False
1329,PAY0001329,1561.0,2025-07-23,2025-08-22,ota_collect,21699.10,433.98,78.12,21187.00,settled,False
1330,PAY0001330,1562.0,2025-06-04,2025-06-05,card,3533.18,70.66,12.72,3449.80,settled,False
1331,PAY0001331,1563.0,2025-07-15,2025-07-17,card,13482.93,269.66,48.54,13164.73,settled,False
1332,PAY0001332,1564.0,2025-07-26,2025-08-25,upi,8908.98,178.18,32.07,8698.73,settled,False
1333,PAY0001333,1565.0,2025-08-01,2025-08-16,netbanking,8117.27,162.35,29.22,7925.70,settled,False
1334,PAY0001334,1566.0,2025-06-27,2025-07-06,ota_collect,20986.68,419.73,75.55,20491.40,settled,False
1335,PAY0001335,1567.0,2025-08-02,2025-08-04,card,5123.07,102.46,18.44,5002.17,settled,False
1336,PAY0001336,1568.0,2025-07-19,2025-08-03,ota_collect,4219.93,84.40,15.19,4120.34,settled,False
1337,PAY0001337,1569.0,2025-06-08,2025-07-08,card,5317.19,106.34,19.14,5191.71,settled,False
1338,PAY0001338,1570.0,2025-07-29,2025-07-31,ota_collect,7324.26,146.49,26.37,7151.40,settled,False
1339,PAY0001339,1571.0,2025-07-26,2025-08-25,upi,4156.66,83.13,14.96,4058.57,settled,False
1340,PAY0001340,1572.0,2025-07-19,2025-08-03,upi,23115.76,462.32,83.22,22570.22,settled,False
1341,PAY0001341,1573.0,2025-07-17,2025-08-16,upi,14439.80,288.80,51.98,14099.02,settled,False
1342,PAY0001342,1574.0,2025-08-02,2025-09-01,card,13696.02,273.92,49.31,13372.79,settled,False
1343,PAY0001343,1575.0,2025-08-02,2025-08-04,card,19776.81,395.54,71.20,19310.07,settled,False
1344,PAY0001344,1576.0,2025-08-06,2025-08-13,card,998.92,19.98,3.60,975.34,settled,False
1345,PAY0001345,1577.0,2025-08-06,2025-08-06,card,15673.65,313.47,56.42,15303.76,settled,False
1346,PAY0001346,1578.0,2025-06-07,2025-06-09,netbanking,20126.22,402.52,72.45,19651.25,settled,False
1347,PAY0001347,1579.0,2025-07-24,2025-08-23,card,9196.10,183.92,33.11,8979.07,settled,False
1348,PAY0001348,1580.0,2025-07-22,2025-07-23,card,35361.91,707.24,127.30,34527.37,settled,False
1349,PAY0001349,1582.0,2025-08-05,2025-08-12,netbanking,1261.26,25.23,4.54,1231.49,settled,False
1350,PAY0001350,1583.0,2025-08-06,2025-08-13,upi,1248.92,24.98,4.50,1219.44,settled,False
1351,PAY0001351,1585.0,2025-07-20,2025-08-19,ota_collect,4302.95,86.06,15.49,4201.40,settled,False
1352,PAY0001352,1587.0,2025-04-29,2025-05-14,upi,4175.68,83.51,15.03,4077.14,settled,False
1353,PAY0001353,1588.0,2025-07-27,2025-08-05,card,35004.05,700.08,126.01,34177.96,settled,False
1354,PAY0001354,1589.0,2025-07-31,2025-08-15,card,20469.00,409.38,73.69,19985.93,settled,False
1355,PAY0001355,1590.0,2025-08-07,2025-08-09,ota_collect,4362.54,87.25,15.71,4259.58,settled,False
1356,PAY0001356,1591.0,2025-08-01,2025-08-16,ota_collect,14776.47,295.53,53.20,14427.74,settled,False
1357,PAY0001357,1592.0,2025-08-05,2025-09-04,upi,13484.67,269.69,48.54,13166.44,settled,False
1358,PAY0001358,1594.0,2025-07-28,2025-08-06,upi,8958.84,179.18,32.25,8747.41,settled,False
1359,PAY0001359,1595.0,2025-08-02,2025-08-04,ota_collect,3338.47,66.77,12.02,3259.68,settled,False
1360,PAY0001360,1596.0,2025-07-29,2025-08-13,wallet,12600.84,252.02,45.36,12303.46,settled,False
1361,PAY0001361,1597.0,2025-07-14,2025-08-13,upi,7542.58,150.85,27.15,7364.58,settled,False
1362,PAY0001362,1598.0,2025-08-06,2025-09-05,ota_collect,60640.92,1212.82,218.31,59209.79,settled,False
1363,PAY0001363,1599.0,2025-07-20,2025-07-29,ota_collect,8879.12,177.58,31.96,8669.58,settled,False
1364,PAY0001364,1600.0,2025-07-25,2025-08-24,upi,7201.62,144.03,25.93,7031.66,settled,False
1365,PAY0001365,1601.0,2025-08-06,2025-08-08,ota_collect,15850.37,317.01,57.06,15476.30,settled,False
1366,PAY0001366,1602.0,2025-08-07,2025-08-14,upi,1690.75,33.81,6.09,1650.85,settled,False
1367,PAY0001367,1604.0,2025-08-03,2025-08-05,ota_collect,30613.12,612.26,110.21,29890.65,settled,False
1368,PAY0001368,1605.0,2025-08-08,2025-08-10,upi,3556.06,71.12,12.80,3472.14,settled,False
1369,PAY0001369,1606.0,2025-08-04,2025-08-13,card,10801.73,216.03,38.89,10546.81,settled,False
1370,PAY0001370,1607.0,2025-08-07,2025-08-22,upi,3663.41,73.27,13.19,3576.95,settled,False
1371,PAY0001371,1609.0,2025-08-05,2025-08-20,wallet,10499.93,210.00,37.80,10252.13,settled,False
1372,PAY0001372,1610.0,2025-07-31,2025-08-15,upi,3239.72,64.79,11.66,3163.27,settled,False
1373,PAY0001373,1612.0,2025-08-04,2025-08-19,upi,21100.72,422.01,75.96,20602.75,settled,False
1374,PAY0001374,1613.0,2025-08-07,2025-08-09,ota_collect,13361.77,267.24,48.10,13046.43,settled,False
1375,PAY0001375,1614.0,2025-08-07,2025-09-06,ota_collect,26670.28,533.41,96.01,26040.86,settled,False
1376,PAY0001376,1615.0,2025-08-08,2025-08-10,upi,3094.28,61.89,11.14,3021.25,settled,False
1377,PAY0001377,1616.0,2025-08-03,2025-09-02,ota_collect,6946.68,138.93,25.01,6782.74,settled,False
1378,PAY0001378,1618.0,2025-08-02,2025-09-01,netbanking,102619.65,2052.39,369.43,100197.83,settled,False
1379,PAY0001379,1619.0,2025-08-04,2025-08-19,upi,22793.40,455.87,82.06,22255.47,settled,False
1380,PAY0001380,1620.0,2025-08-12,2025-08-12,netbanking,7451.83,149.04,26.83,7275.96,settled,False
1381,PAY0001381,1621.0,2025-07-28,2025-08-12,upi,6612.46,132.25,23.80,6456.41,settled,False
1382,PAY0001382,1622.0,2025-08-02,2025-08-04,upi,4969.73,99.39,17.89,4852.45,settled,False
1383,PAY0001383,1623.0,2025-08-09,2025-09-08,ota_collect,40441.99,808.84,145.59,39487.56,settled,False
1384,PAY0001384,1625.0,2025-08-11,2025-08-18,upi,1123.25,22.46,4.04,1096.75,settled,False
1385,PAY0001385,1626.0,2025-07-30,2025-07-31,wallet,16325.40,326.51,58.77,15940.12,settled,False
1386,PAY0001386,1627.0,2025-08-08,2025-08-23,upi,15651.33,313.03,56.35,15281.95,settled,False
1387,PAY0001387,1628.0,2025-08-10,2025-08-12,netbanking,17818.00,356.36,64.14,17397.50,settled,False
1388,PAY0001388,1629.0,2025-08-07,2025-09-06,upi,4671.76,93.44,16.82,4561.50,settled,False
1389,PAY0001389,1630.0,2025-07-15,2025-08-14,wallet,6824.96,136.50,24.57,6663.89,settled,False
1390,PAY0001390,1631.0,2025-06-29,2025-07-14,upi,3690.86,73.82,13.29,3603.75,settled,False
1391,PAY0001391,1633.0,2025-07-30,2025-08-08,upi,7452.90,149.06,26.83,7277.01,settled,False
1392,PAY0001392,1634.0,2025-08-07,2025-08-09,upi,3032.21,60.64,10.92,2960.65,settled,False
1393,PAY0001393,1637.0,2025-08-04,2025-09-03,upi,8681.68,173.63,31.25,8476.80,settled,False
1394,PAY0001394,1638.0,2025-08-06,2025-08-08,card,37888.66,757.77,136.40,36994.49,settled,False
1395,PAY0001395,1639.0,2025-08-10,2025-08-25,ota_collect,12821.67,256.43,46.16,12519.08,settled,False
1396,PAY0001396,1640.0,2025-08-11,2025-08-13,card,32764.69,655.29,117.95,31991.45,settled,False
1397,PAY0001397,1641.0,2025-08-10,2025-09-09,upi,14772.00,295.44,53.18,14423.38,settled,False
1398,PAY0001398,1642.0,2025-08-10,2025-09-09,upi,10635.64,212.71,38.29,10384.64,settled,False
1399,PAY0001399,1643.0,2025-08-12,2025-08-27,ota_collect,13830.48,276.61,49.79,13504.08,settled,False
1400,PAY0001400,1644.0,2025-07-17,2025-08-01,ota_collect,12111.51,242.23,43.60,11825.68,settled,False
1401,PAY0001401,1645.0,2025-07-28,2025-08-06,ota_collect,3783.26,75.67,13.62,3693.97,settled,False
1402,PAY0001402,1647.0,2025-08-02,2025-09-01,card,51603.48,1032.07,185.77,50385.64,settled,False
1403,PAY0001403,1648.0,2025-07-28,2025-07-30,upi,3666.77,73.34,13.20,3580.23,settled,False
1404,PAY0001404,1649.0,2025-08-03,2025-08-12,card,34986.05,699.72,125.95,34160.38,settled,False
1405,PAY0001405,1650.0,2025-07-28,2025-08-27,upi,3929.45,78.59,14.15,3836.71,settled,False
1406,PAY0001406,1651.0,2025-08-01,2025-08-03,ota_collect,10099.08,201.98,36.36,9860.74,settled,False
1407,PAY0001407,1652.0,2025-08-13,2025-09-12,ota_collect,7297.06,145.94,26.27,7124.85,settled,False
1408,PAY0001408,1653.0,2025-08-10,2025-09-09,ota_collect,71289.93,1425.80,256.64,69607.49,settled,False
1409,PAY0001409,1654.0,2025-07-30,2025-08-14,upi,6934.39,138.69,24.96,6770.74,settled,False
1410,PAY0001410,1655.0,2025-08-10,2025-08-19,upi,8608.82,172.18,30.99,8405.65,settled,False
1411,PAY0001411,1656.0,2025-08-06,2025-08-21,ota_collect,17584.45,351.69,63.30,17169.46,settled,False
1412,PAY0001412,1657.0,2025-08-14,2025-08-21,ota_collect,945.86,18.92,3.41,923.53,settled,False
1413,PAY0001413,1658.0,2025-08-12,2025-09-11,netbanking,38931.93,778.64,140.16,38013.13,settled,False
1414,PAY0001414,1659.0,2025-08-14,2025-08-16,ota_collect,15420.00,308.40,55.51,15056.09,settled,False
1415,PAY0001415,1660.0,2025-08-11,2025-08-13,upi,8336.06,166.72,30.01,8139.33,settled,False
1416,PAY0001416,1661.0,2025-08-07,2025-09-06,card,77583.87,1551.68,279.30,75752.89,settled,False
1417,PAY0001417,1663.0,2025-08-13,2025-08-15,card,14788.14,295.76,53.24,14439.14,settled,False
1418,PAY0001418,1664.0,2025-08-14,2025-08-21,ota_collect,1122.75,22.46,4.04,1096.25,settled,False
1419,PAY0001419,1665.0,2025-08-04,2025-08-19,upi,12827.34,256.55,46.18,12524.61,settled,False
1420,PAY0001420,1666.0,2025-08-08,2025-08-10,ota_collect,35946.22,718.92,129.41,35097.89,settled,False
1421,PAY0001421,1667.0,2025-08-10,2025-08-25,card,3016.73,60.33,10.86,2945.54,settled,False
1422,PAY0001422,1668.0,2025-08-08,2025-08-09,cash,20453.05,0.00,0.00,20453.05,settled,False
1423,PAY0001423,1670.0,2025-07-30,2025-08-08,upi,5043.49,100.87,18.16,4924.46,settled,False
1424,PAY0001424,1671.0,2025-08-05,2025-09-04,card,32476.03,649.52,116.91,31709.60,settled,False
1425,PAY0001425,1672.0,2025-04-18,2025-04-19,netbanking,4276.31,85.53,15.40,4175.38,settled,False
1426,PAY0001426,,2025-08-13,2025-09-12,ota_collect,3546.94,70.94,12.77,3463.23,settled,True
1427,PAY0001427,1674.0,2025-07-19,2025-08-18,upi,3405.61,68.11,12.26,3325.24,settled,False
1428,PAY0001428,1675.0,2025-08-04,2025-08-06,ota_collect,8113.82,162.28,29.21,7922.33,settled,False
1429,PAY0001429,1677.0,2025-08-17,2025-08-17,ota_collect,8985.03,179.70,32.35,8772.98,settled,False
1430,PAY0001430,1678.0,2025-07-10,2025-07-11,upi,25058.57,501.17,90.21,24467.19,settled,False
1431,PAY0001431,1679.0,2025-08-06,2025-08-15,upi,10655.66,213.11,38.36,10404.19,settled,False
1432,PAY0001432,1680.0,2025-08-13,2025-08-15,upi,20122.08,402.44,72.44,19647.20,settled,False
1433,PAY0001433,1681.0,2025-08-08,2025-08-10,ota_collect,4589.06,91.78,16.52,4480.76,settled,False
1434,PAY0001434,1682.0,2025-08-07,2025-09-06,upi,125344.61,2506.89,451.24,122386.48,settled,False
1435,PAY0001435,1683.0,2025-08-13,2025-08-15,ota_collect,15202.95,304.06,54.73,14844.16,settled,False
1436,PAY0001436,1684.0,2025-08-13,2025-08-15,netbanking,3727.08,74.54,13.42,3639.12,settled,False
1437,PAY0001437,1686.0,2025-08-17,2025-08-19,upi,30562.69,611.25,110.02,29841.42,settled,False
1438,PAY0001438,1687.0,2025-08-17,2025-08-24,card,1286.97,25.74,4.63,1256.60,settled,False
1439,PAY0001439,1688.0,2025-08-16,2025-08-31,wallet,4630.14,92.60,16.67,4520.87,settled,False
1440,PAY0001440,1689.0,2025-07-23,2025-07-24,upi,3353.64,67.07,12.07,3274.50,settled,False
1441,PAY0001441,1691.0,2025-07-27,2025-08-05,ota_collect,6904.42,138.09,24.86,6741.47,settled,False
1442,PAY0001442,1692.0,2025-08-10,2025-09-09,card,22223.48,444.47,80.00,21699.01,settled,False
1443,PAY0001443,1693.0,2025-08-10,2025-08-12,card,10713.51,214.27,38.57,10460.67,settled,False
1444,PAY0001444,1694.0,2025-07-30,2025-08-29,cash,13527.24,0.00,0.00,13527.24,settled,False
1445,PAY0001445,1695.0,2025-08-13,2025-08-15,upi,21792.40,435.85,78.45,21278.10,settled,False
1446,PAY0001446,1696.0,2025-08-16,2025-09-15,ota_collect,4343.89,86.88,15.64,4241.37,settled,False
1447,PAY0001447,1697.0,2025-07-23,2025-08-01,upi,21679.48,433.59,78.05,21167.84,settled,False
1448,PAY0001448,1698.0,2025-08-13,2025-08-28,ota_collect,4220.00,84.40,15.19,4120.41,settled,False
1449,PAY0001449,1699.0,2025-08-09,2025-08-10,wallet,22179.80,443.60,79.85,21656.35,settled,False
1450,PAY0001450,1700.0,2025-08-15,2025-08-30,netbanking,7594.39,151.89,27.34,7415.16,settled,False
1451,PAY0001451,1701.0,2025-07-27,2025-08-11,card,11086.35,221.73,39.91,10824.71,settled,False
1452,PAY0001452,1702.0,2025-08-06,2025-08-21,upi,8722.34,174.45,31.40,8516.49,settled,False
1453,PAY0001453,1703.0,2025-08-19,2025-08-26,netbanking,1198.77,23.98,4.32,1170.47,settled,False
1454,PAY0001454,1704.0,2025-08-11,2025-08-26,upi,4255.06,85.10,15.32,4154.64,settled,False
1455,PAY0001455,1705.0,2025-08-15,2025-08-17,upi,8728.40,174.57,31.42,8522.41,settled,False
1456,PAY0001456,,2025-07-22,2025-07-23,ota_collect,18903.33,378.07,68.05,18457.21,settled,True
1457,PAY0001457,1708.0,2025-08-19,2025-08-26,ota_collect,1232.79,24.66,4.44,1203.69,settled,False
1458,PAY0001458,1709.0,2025-08-12,2025-08-13,ota_collect,14311.20,286.22,51.52,13973.46,settled,False
1459,PAY0001459,1710.0,2025-08-20,2025-08-22,upi,11136.08,222.72,40.09,10873.27,settled,False
1460,PAY0001460,1711.0,2025-07-26,2025-08-04,netbanking,6515.09,130.30,23.45,6361.34,settled,False
1461,PAY0001461,1713.0,2025-08-17,2025-09-16,wallet,16473.21,329.46,59.30,16084.45,settled,False
1462,PAY0001462,1715.0,2025-08-21,2025-08-28,upi,1383.07,27.66,4.98,1350.43,settled,False
1463,PAY0001463,1716.0,2025-08-18,2025-08-20,upi,8534.14,170.68,30.72,8332.74,settled,False
1464,PAY0001464,1717.0,2025-08-20,2025-09-04,upi,6922.01,138.44,24.92,6758.65,settled,False
1465,PAY0001465,1719.0,2025-08-05,2025-08-06,card,3983.15,79.66,14.34,3889.15,settled,False
1466,PAY0001466,1721.0,2025-08-08,2025-08-17,card,4100.52,82.01,14.76,4003.75,settled,False
1467,PAY0001467,1722.0,2025-08-13,2025-08-22,card,27293.16,545.86,98.25,26649.05,settled,False
1468,PAY0001468,,2025-08-10,2025-08-19,upi,6556.92,131.14,23.61,6402.17,settled,True
1469,PAY0001469,1724.0,2025-08-05,2025-08-20,wallet,8301.13,166.02,29.88,8105.23,settled,False
1470,PAY0001470,1725.0,2025-08-01,2025-08-02,ota_collect,47092.20,941.84,169.53,45980.83,settled,False
1471,PAY0001471,1726.0,2025-08-15,2025-08-24,upi,3516.92,70.34,12.66,3433.92,settled,False
1472,PAY0001472,1727.0,2025-08-21,2025-08-23,card,4843.88,96.88,17.44,4729.56,settled,False
1473,PAY0001473,1728.0,2025-08-19,2025-09-18,netbanking,13571.40,271.43,48.86,13251.11,settled,False
1474,PAY0001474,1729.0,2025-08-06,2025-08-08,ota_collect,10619.18,212.38,38.23,10368.57,settled,False
1475,PAY0001475,1731.0,2025-08-11,2025-09-10,upi,9283.58,185.67,33.42,9064.49,settled,False
1476,PAY0001476,1732.0,2025-07-25,2025-07-26,wallet,5073.64,101.47,18.26,4953.91,settled,False
1477,PAY0001477,1733.0,2025-08-23,2025-08-30,ota_collect,1201.77,24.04,4.33,1173.40,settled,False
1478,PAY0001478,1734.0,2025-08-03,2025-08-12,ota_collect,7403.88,148.08,26.65,7229.15,settled,False
1479,PAY0001479,1736.0,2025-08-22,2025-09-21,wallet,46625.28,932.51,167.85,45524.92,settled,False
1480,PAY0001480,1737.0,2025-08-06,2025-08-15,upi,11943.33,238.87,43.00,11661.46,settled,False
1481,PAY0001481,1738.0,2025-08-08,2025-08-23,card,7691.06,153.82,27.69,7509.55,settled,False
1482,PAY0001482,1739.0,2025-08-22,2025-08-29,ota_collect,1750.96,35.02,6.30,1709.64,settled,False
1483,PAY0001483,1740.0,2025-08-21,2025-09-20,upi,21443.13,428.86,77.19,20937.08,settled,False
1484,PAY0001484,1741.0,2025-08-19,2025-08-28,upi,3919.59,78.39,14.11,3827.09,settled,False
1485,PAY0001485,1742.0,2025-08-07,2025-08-16,upi,4738.00,94.76,17.06,4626.18,settled,False
1486,PAY0001486,1743.0,2025-07-31,2025-08-09,ota_collect,8923.77,178.48,32.13,8713.16,settled,False
1487,PAY0001487,1744.0,2025-08-14,2025-08-16,upi,6780.28,135.61,24.41,6620.26,settled,False
1488,PAY0001488,1745.0,2025-08-17,2025-08-26,upi,9647.11,192.94,34.73,9419.44,settled,False
1489,PAY0001489,1746.0,2025-08-15,2025-08-30,ota_collect,30574.39,611.49,110.07,29852.83,settled,False
1490,PAY0001490,1747.0,2025-08-23,2025-09-22,ota_collect,16680.36,333.61,60.05,16286.70,settled,False
1491,PAY0001491,1748.0,2025-08-25,2025-09-01,card,1501.83,30.04,5.41,1466.38,settled,False
1492,PAY0001492,1749.0,2025-08-24,2025-09-23,ota_collect,13244.16,264.88,47.68,12931.60,settled,False
1493,PAY0001493,1750.0,2025-08-10,2025-08-12,upi,4966.05,99.32,17.88,4848.85,settled,False
1494,PAY0001494,1751.0,2025-08-21,2025-09-05,card,7995.90,159.92,28.79,7807.19,settled,False
1495,PAY0001495,,2025-08-05,2025-08-14,wallet,4944.21,98.88,17.80,4827.53,settled,True
1496,PAY0001496,1753.0,2025-08-18,2025-09-02,upi,8863.82,177.28,31.91,8654.63,settled,False
1497,PAY0001497,1754.0,2025-08-24,2025-08-31,ota_collect,1000.72,20.01,3.60,977.11,settled,False
1498,PAY0001498,1755.0,2025-08-17,2025-08-26,ota_collect,22546.85,450.94,81.17,22014.74,settled,False
1499,PAY0001499,1756.0,2025-08-25,2025-09-01,card,1845.21,36.90,6.64,1801.67,settled,False
1500,PAY0001500,1757.0,2025-08-25,2025-09-01,card,1220.00,24.40,4.39,1191.21,settled,False
1501,PAY0001501,1758.0,2025-08-25,2025-09-24,wallet,14624.25,292.49,52.65,14279.11,settled,False
1502,PAY0001502,1759.0,2025-07-20,2025-08-04,upi,30940.38,618.81,111.39,30210.18,settled,False
1503,PAY0001503,1760.0,2025-08-23,2025-09-22,upi,5277.47,105.55,19.00,5152.92,settled,False
1504,PAY0001504,1761.0,2025-08-21,2025-08-23,card,27698.75,553.98,99.72,27045.05,settled,False
1505,PAY0001505,1762.0,2025-08-23,2025-09-01,ota_collect,14815.61,296.31,53.34,14465.96,settled,False
1506,PAY0001506,1763.0,2025-08-19,2025-09-03,card,6355.31,127.11,22.88,6205.32,settled,False
1507,PAY0001507,1764.0,2025-08-17,2025-09-16,upi,9375.55,187.51,33.75,9154.29,settled,False
1508,PAY0001508,1765.0,2025-08-26,2025-09-02,upi,1026.32,20.53,3.70,1002.09,settled,False
1509,PAY0001509,1766.0,2025-08-14,2025-08-29,cash,4159.72,0.00,0.00,4159.72,settled,False
1510,PAY0001510,1767.0,2025-08-20,2025-08-29,ota_collect,6953.84,139.08,25.03,6789.73,settled,False
1511,PAY0001511,1768.0,2025-08-13,2025-09-12,ota_collect,53912.85,1078.26,194.09,52640.50,settled,False
1512,PAY0001512,1769.0,2025-08-25,2025-09-24,wallet,29761.56,595.23,107.14,29059.19,settled,False
1513,PAY0001513,1770.0,2025-08-21,2025-09-05,ota_collect,6961.64,139.23,25.06,6797.35,settled,False
1514,PAY0001514,1771.0,2025-08-14,2025-08-29,ota_collect,11314.35,226.29,40.73,11047.33,settled,False
1515,PAY0001515,1772.0,2025-08-19,2025-08-28,wallet,7058.03,141.16,25.41,6891.46,settled,False
1516,PAY0001516,1773.0,2025-06-29,2025-07-01,upi,8466.20,169.32,30.48,8266.40,settled,False
1517,PAY0001517,1774.0,2025-08-22,2025-08-31,wallet,3538.14,70.76,12.74,3454.64,settled,False
1518,PAY0001518,,2025-08-28,2025-09-04,upi,1284.47,25.69,4.62,1254.16,settled,True
1519,PAY0001519,1776.0,2025-08-03,2025-08-18,ota_collect,3667.87,73.36,13.20,3581.31,settled,False
1520,PAY0001520,1777.0,2025-08-26,2025-09-25,ota_collect,29279.04,585.58,105.40,28588.06,settled,False
1521,PAY0001521,1778.0,2025-08-28,2025-08-30,upi,16018.20,320.36,57.66,15640.18,settled,False
1522,PAY0001522,1779.0,2025-08-25,2025-09-03,upi,30590.34,611.81,110.13,29868.40,settled,False
1523,PAY0001523,1780.0,2025-08-19,2025-08-21,netbanking,9547.90,190.96,34.37,9322.57,settled,False
1524,PAY0001524,1781.0,2025-08-20,2025-09-19,card,31518.08,630.36,113.46,30774.26,settled,False
1525,PAY0001525,1782.0,2025-08-09,2025-08-24,upi,6975.61,139.51,25.11,6810.99,settled,False
1526,PAY0001526,1783.0,2025-08-26,2025-09-25,ota_collect,14397.24,287.94,51.83,14057.47,settled,False
1527,PAY0001527,1784.0,2025-08-09,2025-08-11,ota_collect,5161.89,103.24,18.58,5040.07,settled,False
1528,PAY0001528,,2025-08-22,2025-08-31,card,3506.85,70.14,12.63,3424.08,settled,True
1529,PAY0001529,1787.0,2025-08-18,2025-08-20,ota_collect,7682.34,153.65,27.66,7501.03,settled,False
1530,PAY0001530,1788.0,2025-08-29,2025-09-28,netbanking,29891.68,597.83,107.61,29186.24,settled,False
1531,PAY0001531,1789.0,2025-08-29,2025-09-28,ota_collect,17707.11,354.14,63.75,17289.22,settled,False
